GENRE	DETAIL_TYPE	CONTENT	UNREPLACABLE	UNREMOVABLE	VERSION	EXPIRE	TYPE	SCRIPTFILE	EQUIPFUN	UNEQUIPFUN	ICONPATH	REMARK
1	31	TiÓu Sa Di	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
1	32	Tri Kh¸ch T¨ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
1	33	TØ Kh­u	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
1	34	ThiÒn S­	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
1	35	T«n Gi¶	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
1	36	Giang hå thiÕu hiÖp	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
1	37	<#FACTION_NAME>	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	1	Kh¸ng Oa hiÖp sÜ	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	2	Kh¸ng Oa n÷ hiÖp	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	3	Kh¸ng Oa tiªn phong	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	4	Kh¸ng Oa dòng sÜ	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	5	Kh¸ng Oa tinh anh	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	6	Kh¸ng Oa anh hïng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	7	Kh¸ng Oa danh t­íng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	8	Kh¸ng Oa chØ huy sø	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	9	Kh¸ng Oa ®¹i t­íng qu©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
2	10	Kh¸ng Oa tæng nguyªn so¸i	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
3	1	Gi¸ng Sinh vui vÎ	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	X­ng hiÖu 3 dïng cho ho¹t ®éng Gi¸ng Sinh Nguyªn §¸n
3	2	MERRY CHRISTMAS	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
3	3	Tiªu kú ë ®©y!	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
3	4	§ång t©m hiÖp lùc cïng v­ît ¶i	0	0	0	0	1	\script\global\playertitle.lua	ZhenzaiEquip	ZhenzaiUnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
3	5	B¶o §iÓn TruyÒn Nh©n	0	0	0	0	1	\script\global\playertitle.lua	CallbackEquip	CallbackUnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
3	6	Bİ T©n TruyÒn Nh©n	0	0	0	0	1	\script\global\playertitle.lua	CallbackEquip	CallbackUnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
3	7	Bİ V¨n TruyÒn Nh©n	0	0	0	0	1	\script\global\playertitle.lua	CallbackEquip	CallbackUnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
3	8	Chóc mõng Kingsoft trßn 20 n¨m	0	0	0	0	1	\script\global\playertitle.lua	YearsEquip	YearsUnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	1	T×nh yªu ngät ngµo	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	X­ng hiÖu 4 dïng cho ho¹t ®éng ngµy lÔ
4	2	Sù nghiÖp h÷u thµnh	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	3	Häc tËp tiÕn bé	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	4	V¹n s­ nh­ ı	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	5	Nh­ ı C¸t T­êng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	6	Chóc mõng n¨m míi	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	7	Cung hû ph¸t tµi	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	8	T©m t­ëng sù thµnh	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	9	§¹i c¸t ®¹i lîi	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	10	Bé bé cao th¨ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	11	Bµ x·, anh yªu em!	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	12	¤ng x·, em yªu anh!	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	13	C­ng ¬i! I LOVE YOU!	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	14	LÔ T×nh Nh©n vui vÎ	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	15	Mèi t×nh nång th¾m	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	16	LÔ T×nh Nh©n kh«ng cã ng­êi yªu	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	17	TÕt Nguyªn Tiªu vui vÎ	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	18	Hîp gia ®oµn viªn	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
4	19	§oµn ®oµn viªn viªn	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
5	1	Tiªu dao v¨n khóc tinh	0	0	0	20060311	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	X­ng hiÖu 5 dïng cho ho¹t ®éng thŞ tr­êng
6	1	Hµnh gi¶	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
6	2	Hçn Nguyªn T¨ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
7	1	Sa Di	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
7	2	§Êu T¨ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
8	1	Khæ Hµnh T¨ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
8	2	ThiÒn Tu T¨ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
9	1	Trang Kh¸ch	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
9	2	Hé VÖ	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
10	1	Thanh T©m Sø	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
10	2	Vò Y Sø	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
11	1	T­ Khóc Sø	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
11	2	Ph¹n ¢m Sø	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
12	1	ChÊp B¸t §Ö Tö	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
12	2	Trõ Gian §Ö Tö	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
13	1	ChÊp Bæng §Ö Tö	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
13	2	Trõng ¸c §Ö Tö	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
14	1	Thanh Tu ®¹o nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
14	2	NhËp Quan ®¹o nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
15	1	Thanh Phong ®¹o nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
15	2	S¬n D­¬ng ®¹o nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
16	1	Khinh kş binh	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
16	2	HiÖu óy	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
17	1	Xuyªn D­¬ng Thñ	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
17	2	§« óy	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
18	1	§o¹t Ph¸ch T¶n Nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
18	2	Th«i MÖnh T¶n Nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
19	1	§éc Tµm T¶n Nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
19	2	Thùc T©m T¶n Nh©n	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	1	§éi ngò sè 1	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	2	§éi ngò sè 2	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	3	§éi ngò sè 3	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	4	§éi ngò sè 4	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	5	§éi ngò sè 5	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	6	§éi ngò sè 6	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	7	§éi ngò sè 7	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	8	§éi ngò sè 8	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	9	§éi ngò sè 9	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
21	10	§éi ngò sè 10	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	1	Téi ¸c râ rµng	1	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	2	Thanh danh bª bèi	1	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	3	B×nh d©n b¸ t¸nh	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	4	V« Danh TiÓu Bèi	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	5	TiÓu hiÖp ®Şa ph­¬ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	6	NghÜa sÜ ®Şa ph­¬ng	0	0	0	0	0	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	7	Giang hå thiÕu hiÖp	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	8	Giang hå h¶o h¸n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	9	Vâ l©m hµo kiÖt	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	10	Vâ l©m cao thñ	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	11	Mét thêi ®¹i hiÖp	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	12	C¸i thÕ anh hµo	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	13	NhÊt ®¹i t«n s­	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	14	Vâ l©m ®Ö nhÊt	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	15	TuyÖt thÕ cao nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
22	16	Vâ l©m thÇn tho¹i	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	1	Hµnh gi¶	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	2	Sa Di	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	3	Khæ Hµnh T¨ng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	4	Trang Kh¸ch	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	5	Thanh T©m Sø  	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	6	T­ Khóc Sø  	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	7	ChÊp B¸t §Ö Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	8	ChÊp Bæng §Ö Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	9	Thanh Tu ®¹o nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	10	Thanh Phong ®¹o nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	11	Khinh kş binh	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	12	Xuyªn D­¬ng Thñ	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	13	§o¹t Ph¸ch T¶n Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
23	14	§éc Tµm T¶n Nh©n	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
24	1	Hçn Nguyªn T¨ng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
24	2	§Êu T¨ng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
24	3	ThiÒn Tu T¨ng	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
24	4	Hé VÖ	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
24	5	Vò Y Sø  	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
24	6	Ph¹n ¢m Sø  	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
24	7	Trõ Gian §Ö Tö	0	0	0	0	3	\script\global\playertitle.lua	Equip	UnEquip	\UImage\ÎåĞĞÍ¼±ê\³ÆºÅ.spr	
