Level	PosID	MapName	MapID	WorldX	WorldY	MapX	MapY
40	1142	—„√≈πÿ	604	1346	3164	168	197
40	1143	—„√≈πÿ	604	1411	3144	176	196
40	1144	—„√≈πÿ	604	1494	3123	186	195
40	1145	—„√≈πÿ	604	1477	3032	184	189
40	1146	—„√≈πÿ	604	1579	3165	197	197
40	1147	—„√≈πÿ	604	1583	3064	197	191
40	1148	—„√≈πÿ	604	1504	3017	188	188
40	1149	—„√≈πÿ	604	1561	2927	195	182
40	1150	—„√≈πÿ	604	1581	2720	197	189
40	1151	—„√≈πÿ	604	1518	2733	189	170
40	1152	‘∆√Œ‘Û	151	1576	3023	197	188
40	1153	‘∆√Œ‘Û	151	1574	2906	196	181
40	1154	‘∆√Œ‘Û	151	1574	2731	196	170
40	1155	‘∆√Œ‘Û	151	1512	2724	189	170
40	1156	‘∆√Œ‘Û	151	1429	2728	178	170
40	1157	‘∆√Œ‘Û	151	1351	2718	168	169
40	1158	‘∆√Œ‘Û	151	1360	2792	170	174
40	1159	‘∆√Œ‘Û	151	1362	2963	170	185
40	1160	‘∆√Œ‘Û	151	1362	3117	170	194
40	1161	‘∆√Œ‘Û	151	1438	3157	179	197
40	1162	‘∆√Œ‘Û	151	1543	3141	192	196
40	1163	‘∆√Œ‘Û	151	1517	3046	189	190
40	1164	‘∆√Œ‘Û	151	1442	3000	180	187
40	1165	‘∆√Œ‘Û	151	1461	2828	182	176
40	1166	‘∆√Œ‘Û	151	1522	2817	190	175
50	1167	«‡≥«…Ω	302	1543	3153	192	197
50	1168	«‡≥«…Ω	302	1453	3161	181	197
50	1169	«‡≥«…Ω	302	1422	3085	177	192
50	1170	«‡≥«…Ω	302	1368	3144	171	196
50	1171	«‡≥«…Ω	302	1309	3071	163	191
50	1172	«‡≥«…Ω	302	1357	2951	169	184
50	1173	«‡≥«…Ω	302	1442	2975	180	185
50	1174	«‡≥«…Ω	302	1538	2975	192	185
50	1175	«‡≥«…Ω	302	1580	2960	197	184
50	1176	«‡≥«…Ω	302	1581	2873	197	179
50	1177	«‡≥«…Ω	302	1485	2821	185	176
50	1178	«‡≥«…Ω	302	1433	2852	179	178
50	1179	«‡≥«…Ω	302	1375	2843	171	177
50	1180	«‡≥«…Ω	302	1331	2899	166	181
50	1181	«‡≥«…Ω	302	1589	2801	198	174
50	1182	Ω£√≈πÿ	310	1349	2888	168	180
50	1183	Ω£√≈πÿ	310	1378	2802	172	175
50	1184	Ω£√≈πÿ	310	1433	2958	179	184
50	1185	Ω£√≈πÿ	310	1482	2876	185	179
50	1186	Ω£√≈πÿ	310	1489	2799	186	174
50	1187	Ω£√≈πÿ	310	1548	2901	193	181
50	1188	Ω£√≈πÿ	310	1565	2980	195	186
50	1189	Ω£√≈πÿ	310	1500	3021	187	188
50	1190	Ω£√≈πÿ	310	1360	3060	170	191
50	1191	Ω£√≈πÿ	310	1300	3071	162	191
50	1192	Ω£√≈πÿ	310	1314	3124	164	195
50	1193	Ω£√≈πÿ	310	1283	3098	160	193
50	1194	Ω£√≈πÿ	310	1314	3196	164	199
50	1195	Ω£√≈πÿ	310	1414	3094	176	193
50	1196	Ω£√≈πÿ	310	1436	3204	179	200
50	1197	∂˛¡˙…Ω	207	1325	2735	165	170
50	1198	∂˛¡˙…Ω	207	1369	2747	171	171
50	1199	∂˛¡˙…Ω	207	1342	2809	167	175
50	1200	∂˛¡˙…Ω	207	1483	2744	179	171
50	1201	∂˛¡˙…Ω	207	1291	2845	161	177
50	1202	∂˛¡˙…Ω	207	1284	2932	160	183
50	1203	∂˛¡˙…Ω	207	1284	3134	160	195
50	1204	∂˛¡˙…Ω	207	1370	3077	171	192
50	1205	∂˛¡˙…Ω	207	1575	3122	197	195
50	1206	∂˛¡˙…Ω	207	1507	3006	188	187
50	1207	∂˛¡˙…Ω	207	1583	2894	197	180
50	1208	∂˛¡˙…Ω	207	1577	2834	197	177
50	1209	∂˛¡˙…Ω	207	1566	2732	195	170
50	1210	∂˛¡˙…Ω	207	1518	2801	189	174
50	1211	∂˛¡˙…Ω	207	1511	2730	188	170
50	1212	Œ‰“ƒ…Ω	107	1333	3162	166	197
50	1213	Œ‰“ƒ…Ω	107	1394	3165	174	197
50	1214	Œ‰“ƒ…Ω	107	1447	3149	180	196
50	1215	Œ‰“ƒ…Ω	107	1480	3068	185	191
50	1216	Œ‰“ƒ…Ω	107	1569	3103	196	193
50	1217	Œ‰“ƒ…Ω	107	1582	3022	197	188
50	1218	Œ‰“ƒ…Ω	107	1505	3002	188	187
50	1219	Œ‰“ƒ…Ω	107	1561	2913	195	182
50	1220	Œ‰“ƒ…Ω	107	1574	2742	196	171
50	1221	Œ‰“ƒ…Ω	107	1420	2733	177	170
50	1222	Œ‰“ƒ…Ω	107	1339	2717	167	169
50	1223	Œ‰“ƒ…Ω	107	1383	2721	172	170
50	1224	Œ‰“ƒ…Ω	107	1307	2878	163	179
50	1225	Œ‰“ƒ…Ω	107	1315	2767	164	172
50	1226	Œ‰“ƒ…Ω	107	1279	3061	159	191
60	1227	∑¸≈£…Ω	311	1350	3187	168	199
60	1228	∑¸≈£…Ω	311	1349	3062	168	191
60	1229	∑¸≈£…Ω	311	1370	2970	171	185
60	1230	∑¸≈£…Ω	311	1351	2816	168	175
60	1231	∑¸≈£…Ω	311	1387	2670	173	166
60	1232	∑¸≈£…Ω	311	1391	2727	173	170
60	1233	∑¸≈£…Ω	311	1433	2802	179	175
60	1234	∑¸≈£…Ω	311	1430	2984	178	186
60	1235	∑¸≈£…Ω	311	1467	2984	183	186
60	1236	∑¸≈£…Ω	311	1499	3156	187	197
60	1237	∑¸≈£…Ω	311	1572	3125	196	195
60	1238	∑¸≈£…Ω	311	1585	2993	198	186
60	1239	∑¸≈£…Ω	311	1581	2877	197	179
60	1240	∑¸≈£…Ω	311	1561	2692	195	168
60	1241	∑¸≈£…Ω	311	1596	2770	199	173
60	1242	∂´∫£∫£±ı“ª	103	1647	3056	205	190
60	1243	∂´∫£∫£±ı“ª	103	1600	3226	200	201
60	1244	∂´∫£∫£±ı“ª	103	1599	3443	199	215
60	1245	∂´∫£∫£±ı“ª	103	1679	3344	209	208
60	1246	∂´∫£∫£±ı“ª	103	1620	3266	202	204
60	1247	∂´∫£∫£±ı“ª	103	1684	3090	210	193
60	1248	∂´∫£∫£±ı“ª	103	1699	3043	212	190
60	1249	∂´∫£∫£±ı“ª	103	1745	3109	218	194
60	1250	∂´∫£∫£±ı“ª	103	1743	3206	217	200
60	1251	∂´∫£∫£±ı“ª	103	1766	3294	220	205
60	1252	∂´∫£∫£±ı“ª	103	1866	3187	233	199
60	1253	∂´∫£∫£±ı“ª	103	1789	3098	223	193
60	1254	∂´∫£∫£±ı“ª	103	1773	3242	221	202
60	1255	¡∫…Ω≤¥	208	1516	3211	189	200
60	1256	¡∫…Ω≤¥	208	1524	3165	190	197
60	1257	¡∫…Ω≤¥	208	1543	3105	192	193
60	1258	¡∫…Ω≤¥	208	1440	3087	180	192
60	1259	¡∫…Ω≤¥	208	1453	3011	181	188
60	1260	¡∫…Ω≤¥	208	1528	2957	191	184
60	1261	¡∫…Ω≤¥	208	1545	2912	193	181
60	1262	¡∫…Ω≤¥	208	1564	2975	195	185
60	1263	¡∫…Ω≤¥	208	1437	2904	179	181
60	1264	¡∫…Ω≤¥	208	1432	2826	179	176
60	1265	¡∫…Ω≤¥	208	1490	2863	186	178
60	1266	¡∫…Ω≤¥	208	1537	2862	192	178
60	1267	¡∫…Ω≤¥	208	1581	2805	197	175
60	1268	¡∫…Ω≤¥	208	1597	2929	199	182
70	1269	∂´∫£∫£±ı∂˛	104	1283	3184	160	198
70	1270	∂´∫£∫£±ı∂˛	104	1368	3145	171	196
70	1271	∂´∫£∫£±ı∂˛	104	1437	3172	179	198
70	1272	∂´∫£∫£±ı∂˛	104	1457	3105	182	193
70	1273	∂´∫£∫£±ı∂˛	104	1404	3070	175	191
70	1274	∂´∫£∫£±ı∂˛	104	1360	3024	170	188
70	1275	∂´∫£∫£±ı∂˛	104	1302	3069	162	191
70	1276	∂´∫£∫£±ı∂˛	104	1327	2946	166	184
70	1277	∂´∫£∫£±ı∂˛	104	1382	2950	172	184
70	1278	∂´∫£∫£±ı∂˛	104	1416	3018	177	188
70	1279	∂´∫£∫£±ı∂˛	104	1482	3037	185	189
70	1280	∂´∫£∫£±ı∂˛	104	1530	2971	191	185
70	1281	∂´∫£∫£±ı∂˛	104	1502	2927	187	182
70	1282	∂´∫£∫£±ı∂˛	104	1457	2853	182	178
70	1283	∂´∫£∫£±ı∂˛	104	1571	2892	196	180
70	1284	¥Û≤›‘≠“ª	601	1518	2847	189	177
70	1285	¥Û≤›‘≠“ª	601	1454	2849	181	178
70	1286	¥Û≤›‘≠“ª	601	1467	2904	183	181
70	1287	¥Û≤›‘≠“ª	601	1391	2941	173	183
70	1288	¥Û≤›‘≠“ª	601	1343	2944	167	183
70	1289	¥Û≤›‘≠“ª	601	1346	3047	168	190
70	1290	¥Û≤›‘≠“ª	601	1360	3099	170	193
70	1291	¥Û≤›‘≠“ª	601	1350	3175	168	198
70	1292	¥Û≤›‘≠“ª	601	1434	3199	179	199
70	1293	¥Û≤›‘≠“ª	601	1448	3077	181	192
70	1294	¥Û≤›‘≠“ª	601	1433	2970	179	185
70	1295	¥Û≤›‘≠“ª	601	1431	2897	178	180
70	1296	¥Û≤›‘≠“ª	601	1392	2875	174	179
70	1297	¥Û≤›‘≠“ª	601	1348	2876	168	179
70	1298	¥Û≤›‘≠“ª	601	1542	3072	192	191
70	1299	¥Û≤›‘≠∂˛	602	1416	2873	177	179
70	1300	¥Û≤›‘≠∂˛	602	1453	2847	181	177
70	1301	¥Û≤›‘≠∂˛	602	1500	2864	187	178
70	1302	¥Û≤›‘≠∂˛	602	1547	2879	193	179
70	1303	¥Û≤›‘≠∂˛	602	1589	2883	198	180
70	1304	¥Û≤›‘≠∂˛	602	1597	2935	199	183
70	1305	¥Û≤›‘≠∂˛	602	1537	3010	192	188
70	1306	¥Û≤›‘≠∂˛	602	1495	3023	186	188
70	1307	¥Û≤›‘≠∂˛	602	1445	3019	180	188
70	1308	¥Û≤›‘≠∂˛	602	1384	3027	173	189
70	1309	¥Û≤›‘≠∂˛	602	1401	3120	175	194
70	1310	¥Û≤›‘≠∂˛	602	1385	3188	173	199
70	1311	¥Û≤›‘≠∂˛	602	1420	3245	177	202
70	1312	¥Û≤›‘≠∂˛	602	1536	3211	192	200
70	1313	¥Û≤›‘≠∂˛	602	1591	3165	198	197
70	1314	Õı∆Ï≤ø¬‰	600	1348	3110	168	194
70	1315	Õı∆Ï≤ø¬‰	600	1357	3032	169	189
70	1316	Õı∆Ï≤ø¬‰	600	1359	2962	169	185
70	1317	Õı∆Ï≤ø¬‰	600	1390	2904	173	181
70	1318	Õı∆Ï≤ø¬‰	600	1364	2854	170	178
70	1319	Õı∆Ï≤ø¬‰	600	1417	2848	177	177
70	1320	Õı∆Ï≤ø¬‰	600	1428	2923	178	182
70	1321	Õı∆Ï≤ø¬‰	600	1449	3006	181	187
70	1322	Õı∆Ï≤ø¬‰	600	1564	3127	195	195
70	1323	Õı∆Ï≤ø¬‰	600	1498	3054	187	190
70	1324	Õı∆Ï≤ø¬‰	600	1522	2826	190	176
70	1325	Õı∆Ï≤ø¬‰	600	1460	2890	182	180
70	1326	Õı∆Ï≤ø¬‰	600	1515	2991	189	186
70	1327	Õı∆Ï≤ø¬‰	600	1588	2983	198	186
70	1328	Õı∆Ï≤ø¬‰	600	1577	2921	197	182
70	1329	Õı∆Ï≤ø¬‰	600	1404	3101	175	193
