ID	CommandType	TargetMap	TargetDisplayName	ScriptFile	ScriptFunc
1052	0	300	Th¸i thó	\script\task\tasklink\talktrigger.lua	talktask
1053	0	300	Bé ®Çu	\script\task\tasklink\talktrigger.lua	talktask
1054	0	300	Vâ s­	\script\task\tasklink\talktrigger.lua	talktask
1055	0	300	Chñ D­îc ®iÕm	\script\task\tasklink\talktrigger.lua	talktask
1056	0	300	Du Ph­¬ng ®¹i phu	\script\task\tasklink\talktrigger.lua	talktask
1057	0	300	CÈm n­¬ng	\script\task\tasklink\talktrigger.lua	talktask
1058	0	300	M¹c NhŞ	\script\task\tasklink\talktrigger.lua	talktask
1059	0	300	Chñ TiÖm vò khİ	\script\task\tasklink\talktrigger.lua	talktask
1060	0	300	Chu ThiÖn Nh©n	\script\task\tasklink\talktrigger.lua	talktask
1061	0	300	Chñ th­¬ng héi	\script\task\tasklink\talktrigger.lua	talktask
1062	0	300	N¹n d©n	\script\task\tasklink\talktrigger.lua	talktask
1063	0	300	Quan viªn tho¸i nhiÖm	\script\task\tasklink\talktrigger.lua	talktask
1064	0	300	ThÇy bãi	\script\task\tasklink\talktrigger.lua	talktask
1065	0	300	Vò N­¬ng	\script\task\tasklink\talktrigger.lua	talktask
1066	0	300	Chñ T¹p hãa	\script\task\tasklink\talktrigger.lua	talktask
1067	0	300	Tiªu s­	\script\task\tasklink\talktrigger.lua	talktask
1068	0	300	Chñ töu lÇu	\script\task\tasklink\talktrigger.lua	talktask
1069	0	300	V­¬ng CÈn	\script\task\tasklink\talktrigger.lua	talktask
1070	0	300	Nha dŞch	\script\task\tasklink\talktrigger.lua	talktask
1071	0	300	Nha dŞch	\script\task\tasklink\talktrigger.lua	talktask
1072	0	300	Chñ l«i ®µi	\script\task\tasklink\talktrigger.lua	talktask
1073	0	300	Chñ tiÒn trang	\script\task\tasklink\talktrigger.lua	talktask
1074	0	300	Hµnh C­íc Th­¬ng Nh©n	\script\task\tasklink\talktrigger.lua	talktask
1075	0	300	Chñ Kim hoµn	\script\task\tasklink\talktrigger.lua	talktask
1076	0	300	B¸ch HiÓu Sinh	\script\task\tasklink\talktrigger.lua	talktask
1077	0	350	Xa phu	\script\task\tasklink\talktrigger.lua	talktask
1078	0	350	Thñ khè	\script\task\tasklink\talktrigger.lua	talktask
1079	0	350	Chñ TiÖm vò khİ	\script\task\tasklink\talktrigger.lua	talktask
1080	0	350	Chñ D­îc ®iÕm	\script\task\tasklink\talktrigger.lua	talktask
1081	0	350	Chñ T¹p hãa	\script\task\tasklink\talktrigger.lua	talktask
1082	0	350	Chñ TiÖm Nam phôc	\script\task\tasklink\talktrigger.lua	talktask
1083	0	350	Chñ TiÖm N÷ phôc	\script\task\tasklink\talktrigger.lua	talktask
1084	0	350	Chñ Kim hoµn	\script\task\tasklink\talktrigger.lua	talktask
1085	0	350	T­ M· TÊn Nguyªn	\script\task\tasklink\talktrigger.lua	talktask
1086	0	350	Th¸i thó	\script\task\tasklink\talktrigger.lua	talktask
1087	0	350	Hµn NghÜa	\script\task\tasklink\talktrigger.lua	talktask
1088	0	350	Cæ L·o Ta	\script\task\tasklink\talktrigger.lua	talktask
1089	0	350	Cæ MÆc	\script\task\tasklink\talktrigger.lua	talktask
1090	0	350	Ph­¬ng Khanh	\script\task\tasklink\talktrigger.lua	talktask
1091	0	350	Chñ l«i ®µi	\script\task\tasklink\talktrigger.lua	talktask
1092	0	350	Vu DÇn	\script\task\tasklink\talktrigger.lua	talktask
1093	0	350	Tr­¬ng ¶nh	\script\task\tasklink\talktrigger.lua	talktask
1094	0	350	M¹c H÷u Vi	\script\task\tasklink\talktrigger.lua	talktask
1095	0	350	Hµnh C­íc Th­¬ng Nh©n	\script\task\tasklink\talktrigger.lua	talktask
1096	0	350	M¹c Tam	\script\task\tasklink\talktrigger.lua	talktask
1097	0	350	Tiªu s­	\script\task\tasklink\talktrigger.lua	talktask
1098	0	204	HuyÒn Tõ	\script\task\tasklink\talktrigger.lua	talktask
1099	0	204	HuyÒn Minh	\script\task\tasklink\talktrigger.lua	talktask
1100	0	204	HuyÒn Hèi	\script\task\tasklink\talktrigger.lua	talktask
1101	0	204	HuyÒn Bi	\script\task\tasklink\talktrigger.lua	talktask
1102	0	204	HuyÒn Khæ	\script\task\tasklink\talktrigger.lua	talktask
1103	0	204	TŞnh Viªn	\script\task\tasklink\talktrigger.lua	talktask
1104	0	204	TŞnh Th«ng	\script\task\tasklink\talktrigger.lua	talktask
1105	0	204	V« Danh T¨ng	\script\task\tasklink\talktrigger.lua	talktask
1106	0	204	C­u Ma La	\script\task\tasklink\talktrigger.lua	talktask
1107	0	204	Tæ V¨n §¹t	\script\task\tasklink\talktrigger.lua	talktask
1108	0	204	Háa C«ng §Çu	\script\task\tasklink\talktrigger.lua	talktask
1109	0	204	HuyÒn DiÖt T«n Gi¶	\script\task\tasklink\talktrigger.lua	talktask
1110	0	204	H­¬ng kh¸ch	\script\task\tasklink\talktrigger.lua	talktask
1111	0	312	Tö H¹c ch©n nh©n	\script\task\tasklink\talktrigger.lua	talktask
1112	0	312	Du ChÊn Sinh	\script\task\tasklink\talktrigger.lua	talktask
1113	0	312	§¹i KiÕm Ch©u	\script\task\tasklink\talktrigger.lua	talktask
1114	0	312	Tr­¬ng Ngä D­¬ng	\script\task\tasklink\talktrigger.lua	talktask
1115	0	312	M¹c Thu Phong	\script\task\tasklink\talktrigger.lua	talktask
1116	0	312	§¹i CÈm Nguyªn	\script\task\tasklink\talktrigger.lua	talktask
1117	0	312	Yªn Nh­	\script\task\tasklink\talktrigger.lua	talktask
1118	0	312	Thanh Phong	\script\task\tasklink\talktrigger.lua	talktask
1119	0	312	Minh NguyÖt	\script\task\tasklink\talktrigger.lua	talktask
1120	0	312	T¹p Nguyªn ch©n nh©n	\script\task\tasklink\talktrigger.lua	talktask
1121	0	303	Ch©n Nh­ s­ th¸i	\script\task\tasklink\talktrigger.lua	talktask
1122	0	303	HuÖ ¢m s­ th¸i	\script\task\tasklink\talktrigger.lua	talktask
1123	0	303	TuÖ T©m s­ th¸i	\script\task\tasklink\talktrigger.lua	talktask
1124	0	303	TÇn Phông Dao	\script\task\tasklink\talktrigger.lua	talktask
1125	0	303	DiÖp Tö Hinh	\script\task\tasklink\talktrigger.lua	talktask
1126	0	303	L©m UyÓn Y	\script\task\tasklink\talktrigger.lua	talktask
1127	0	303	Nghi Thanh	\script\task\tasklink\talktrigger.lua	talktask
1128	0	303	Nghi Hßa	\script\task\tasklink\talktrigger.lua	talktask
1129	0	303	D­¬ng NguyÖt s­ th¸i	\script\task\tasklink\talktrigger.lua	talktask
1130	0	209	Long T¹i Thiªn	\script\task\tasklink\talktrigger.lua	talktask
1131	0	209	Bµng L· Väng	\script\task\tasklink\talktrigger.lua	talktask
1132	0	209	TrÇn Chung H¹c	\script\task\tasklink\talktrigger.lua	talktask
1133	0	209	Tèng Nguyªn An	\script\task\tasklink\talktrigger.lua	talktask
1134	0	209	M· TŞnh Sinh	\script\task\tasklink\talktrigger.lua	talktask
1135	0	209	§¬n §iÒn NghÜa	\script\task\tasklink\talktrigger.lua	talktask
1136	0	209	V­u Tri VŞ	\script\task\tasklink\talktrigger.lua	talktask
1137	0	209	Hång ThÊt	\script\task\tasklink\talktrigger.lua	talktask
1138	0	305	§­êng M«n L·o L·o	\script\task\tasklink\talktrigger.lua	talktask
1139	0	305	§­êng Thiªn TiÕu	\script\task\tasklink\talktrigger.lua	talktask
1140	0	305	§­êng Thiªn H¶i	\script\task\tasklink\talktrigger.lua	talktask
1141	0	305	§­êng Kş	\script\task\tasklink\talktrigger.lua	talktask
1142	0	305	§­êng Ng¹o	\script\task\tasklink\talktrigger.lua	talktask
1143	0	305	§­êng Xu©n	\script\task\tasklink\talktrigger.lua	talktask
1144	0	305	§­êng V©n	\script\task\tasklink\talktrigger.lua	talktask
1145	0	305	§­êng UyÓn Nhi	\script\task\tasklink\talktrigger.lua	talktask
1146	0	400	Xa phu §¹i Lı	\script\task\tasklink\talktrigger.lua	talktask
1147	0	400	Chñ Kim hoµn	\script\task\tasklink\talktrigger.lua	talktask
1148	0	400	Thñ khè	\script\task\tasklink\talktrigger.lua	talktask
1149	0	400	Chñ töu lÇu	\script\task\tasklink\talktrigger.lua	talktask
1150	0	400	LÔ quan	\script\task\tasklink\talktrigger.lua	talktask
1151	0	400	Chñ T¹p hãa	\script\task\tasklink\talktrigger.lua	talktask
1152	0	400	Chñ D­îc ®iÕm	\script\task\tasklink\talktrigger.lua	talktask
1153	0	400	Sø gi¶ m«n ph¸i	\script\task\tasklink\talktrigger.lua	talktask
1154	0	400	Chñ TiÖm Nam phôc	\script\task\tasklink\talktrigger.lua	talktask
1155	0	400	Chñ TiÖm N÷ phôc	\script\task\tasklink\talktrigger.lua	talktask
1156	0	407	B¹ch Doanh Doanh	\script\task\tasklink\talktrigger.lua	talktask
1157	0	407	C©u S¸ch	\script\task\tasklink\talktrigger.lua	talktask
1158	0	407	Ph­¬ng Viªn	\script\task\tasklink\talktrigger.lua	talktask
1159	0	407	V­u Dung	\script\task\tasklink\talktrigger.lua	talktask
1160	0	407	T©y §å	\script\task\tasklink\talktrigger.lua	talktask
1161	0	407	LiÔu T©n Tróc	\script\task\tasklink\talktrigger.lua	talktask
1162	0	407	Ng« Ng«n	\script\task\tasklink\talktrigger.lua	talktask
1163	0	407	Hïng LËp	\script\task\tasklink\talktrigger.lua	talktask
1164	0	407	Th¸i Quang	\script\task\tasklink\talktrigger.lua	talktask
1165	0	404	Sµi Hoµng Nhi	\script\task\tasklink\talktrigger.lua	talktask
1166	0	404	Hé MÉn	\script\task\tasklink\talktrigger.lua	talktask
1167	0	404	L­u Thanh Mi	\script\task\tasklink\talktrigger.lua	talktask
1168	0	404	Chu Tö V¨n	\script\task\tasklink\talktrigger.lua	talktask
1169	0	404	Hå Man Thµnh	\script\task\tasklink\talktrigger.lua	talktask
1170	0	404	Hµ Hµi	\script\task\tasklink\talktrigger.lua	talktask
1171	0	404	X¶o X¶o	\script\task\tasklink\talktrigger.lua	talktask
1172	0	202	Vi ¦ng	\script\task\tasklink\talktrigger.lua	talktask
1173	0	202	Tr­¬ng V©n	\script\task\tasklink\talktrigger.lua	talktask
1174	0	202	B¸ch Thóy B×nh	\script\task\tasklink\talktrigger.lua	talktask
1175	0	203	Th­ sinh kú qu¸i	\script\task\tasklink\talktrigger.lua	talktask
1176	0	205	Hµ Tó C«	\script\task\tasklink\talktrigger.lua	talktask
1177	0	205	TiÓu Hæ	\script\task\tasklink\talktrigger.lua	talktask
1178	0	205	Th«n tr­ëng	\script\task\tasklink\talktrigger.lua	talktask
1179	0	205	Hµ Th¹c Cö	\script\task\tasklink\talktrigger.lua	talktask
1180	0	205	NhŞ Hçn	\script\task\tasklink\talktrigger.lua	talktask
1181	0	205	L·nh ®¹i phu	\script\task\tasklink\talktrigger.lua	talktask
1182	0	208	Tèng Giang	\script\task\tasklink\talktrigger.lua	talktask
1183	0	218	Th­ §ång	\script\task\tasklink\talktrigger.lua	talktask
1184	0	301	Th«n d©n	\script\task\tasklink\talktrigger.lua	talktask
1185	0	304	Ph¹m Träng Yªm	\script\task\tasklink\talktrigger.lua	talktask
1186	0	304	Gia C¸t Kú	\script\task\tasklink\talktrigger.lua	talktask
1187	0	304	Binh sÜ	\script\task\tasklink\talktrigger.lua	talktask
1188	0	304	§éi tr­ëng Binh sÜ	\script\task\tasklink\talktrigger.lua	talktask
1189	0	306	Tr­¬ng §×nh	\script\task\tasklink\talktrigger.lua	talktask
1190	0	308	LiÖp Hé	\script\task\tasklink\talktrigger.lua	talktask
1191	0	308	§øa bĞ ®¸ng th­¬ng	\script\task\tasklink\talktrigger.lua	talktask
1192	0	308	Chñ tiÖm nhá	\script\task\tasklink\talktrigger.lua	talktask
1193	0	309	TrÇn Phi D­¬ng	\script\task\tasklink\talktrigger.lua	talktask
1194	0	310	Th¸c B¹t Kú	\script\task\tasklink\talktrigger.lua	talktask
1195	0	311	L¹c Ph¸ch S¬n tÆc	\script\task\tasklink\talktrigger.lua	talktask
1196	0	319	Lam D· Quû	\script\task\tasklink\talktrigger.lua	talktask
1197	0	326	Kim Phông	\script\task\tasklink\talktrigger.lua	talktask
1198	0	102	ThuyÒn Phu §µo Hoa ®¶o	\script\task\tasklink\talktrigger.lua	talktask
1199	0	104	ThuyÒn phu H¶i T©n	\script\task\tasklink\talktrigger.lua	talktask
1200	0	106	H­íng Ty Thanh	\script\task\tasklink\talktrigger.lua	talktask
1201	0	107	§­êng Ninh	\script\task\tasklink\talktrigger.lua	talktask
1202	0	604	D­¬ng NghiÖp	\script\task\tasklink\talktrigger.lua	talktask
1203	0	604	Tèng qu©n tr­ëng hé vÖ	\script\task\tasklink\talktrigger.lua	talktask
1204	0	601	Thñ vÖ bé l¹c	\script\task\tasklink\talktrigger.lua	talktask
1205	0	602	Nhiªu L©n	\script\task\tasklink\talktrigger.lua	talktask
1206	0	600	Môc NghÜa	\script\task\tasklink\talktrigger.lua	talktask
1207	0	600	Tiªu Thiªn Hùu	\script\task\tasklink\talktrigger.lua	talktask
1208	0	408	Téc tr­ëng Miªu LÜnh	\script\task\tasklink\talktrigger.lua	talktask
1209	0	403	§oµn Tè ThuËn	\script\task\tasklink\talktrigger.lua	talktask
1210	0	400	TrŞnh Qu¸n Chi	\script\task\tasklink\talktrigger.lua	talktask
1211	0	400	§æng Giµ La	\script\task\tasklink\talktrigger.lua	talktask
1212	0	400	TrÇn LËp Hµnh	\script\task\tasklink\talktrigger.lua	talktask
1213	0	400	L­u §iÓn	\script\task\tasklink\talktrigger.lua	talktask
1214	0	400	Cao Th¨ng TuyÒn	\script\task\tasklink\talktrigger.lua	talktask
1215	0	150	Chñ TiÖm vò khİ	\script\task\tasklink\talktrigger.lua	talktask
1216	0	150	Chñ D­îc ®iÕm	\script\task\tasklink\talktrigger.lua	talktask
1217	0	150	Chñ T¹p hãa	\script\task\tasklink\talktrigger.lua	talktask
1218	0	150	Chñ TiÖm Nam phôc	\script\task\tasklink\talktrigger.lua	talktask
1219	0	150	Chñ TiÖm N÷ phôc	\script\task\tasklink\talktrigger.lua	talktask
1220	0	150	Chñ Kim hoµn	\script\task\tasklink\talktrigger.lua	talktask
1221	0	150	Chñ tiÒn trang	\script\task\tasklink\talktrigger.lua	talktask
1222	0	150	Ch©n Tö §¬n	\script\task\tasklink\talktrigger.lua	talktask
1223	0	150	ChØ huy sø	\script\task\tasklink\talktrigger.lua	talktask
1224	0	150	Bé ®Çu	\script\task\tasklink\talktrigger.lua	talktask
1225	0	150	Sø gi¶ Tµng KiÕm	\script\task\tasklink\talktrigger.lua	talktask
1226	0	150	Chñ l«i ®µi	\script\task\tasklink\talktrigger.lua	talktask
1227	0	150	Hµnh C­íc Th­¬ng Nh©n	\script\task\tasklink\talktrigger.lua	talktask
1228	0	150	Lı TiÕn Dòng	\script\task\tasklink\talktrigger.lua	talktask
1229	0	150	H¹ HÇu CÇm	\script\task\tasklink\talktrigger.lua	talktask
1230	0	150	Tr­¬ng B¸ H¸n	\script\task\tasklink\talktrigger.lua	talktask
1231	0	150	Thu Dung	\script\task\tasklink\talktrigger.lua	talktask
1232	0	150	Chñ töu lÇu	\script\task\tasklink\talktrigger.lua	talktask
1233	0	150	H¹ HÇu Anh	\script\task\tasklink\talktrigger.lua	talktask
1234	0	150	H¹ HÇu Liªn	\script\task\tasklink\talktrigger.lua	talktask
1235	0	150	L­u HuyÒn Thanh	\script\task\tasklink\talktrigger.lua	talktask
1236	0	150	M·nh Nham 	\script\task\tasklink\talktrigger.lua	talktask
1237	0	150	Phïng §ång Nhi	\script\task\tasklink\talktrigger.lua	talktask
1238	0	150	TrÇn MÉn	\script\task\tasklink\talktrigger.lua	talktask
1239	0	150	T­ëng Duy	\script\task\tasklink\talktrigger.lua	talktask
1240	0	100	D· TÈu	\script\task\tasklink\talktrigger.lua	talktask
1241	0	100	Chñ TiÖm vò khİ	\script\task\tasklink\talktrigger.lua	talktask
1242	0	100	Chñ D­îc ®iÕm	\script\task\tasklink\talktrigger.lua	talktask
1243	0	100	Chñ T¹p hãa	\script\task\tasklink\talktrigger.lua	talktask
1244	0	100	Chñ TiÖm Nam phôc	\script\task\tasklink\talktrigger.lua	talktask
1245	0	100	Chñ TiÖm N÷ phôc	\script\task\tasklink\talktrigger.lua	talktask
1246	0	100	Chñ Kim hoµn	\script\task\tasklink\talktrigger.lua	talktask
1247	0	100	Chñ tiÒn trang	\script\task\tasklink\talktrigger.lua	talktask
1248	0	100	L©m D­îc S­	\script\task\tasklink\talktrigger.lua	talktask
1249	0	100	Lı Phong Thu	\script\task\tasklink\talktrigger.lua	talktask
1250	0	100	Chñ l«i ®µi	\script\task\tasklink\talktrigger.lua	talktask
1251	0	100	ChØ huy sø	\script\task\tasklink\talktrigger.lua	talktask
1252	0	100	LÔ quan	\script\task\tasklink\talktrigger.lua	talktask
1253	0	100	Bé ®Çu	\script\task\tasklink\talktrigger.lua	talktask
1254	0	100	Sø gi¶ m«n ph¸i	\script\task\tasklink\talktrigger.lua	talktask
1255	0	100	Hµnh C­íc Th­¬ng Nh©n	\script\task\tasklink\talktrigger.lua	talktask
1256	0	100	Sø gi¶ Tµng KiÕm	\script\task\tasklink\talktrigger.lua	talktask
1257	0	100	Vâ s­	\script\task\tasklink\talktrigger.lua	talktask
1258	0	100	TiÓu ®ång	\script\task\tasklink\talktrigger.lua	talktask
1259	0	100	§¹i Chİ C­êng	\script\task\tasklink\talktrigger.lua	talktask
1260	0	100	Th¸i thó	\script\task\tasklink\talktrigger.lua	talktask
1261	0	100	VÖ binh thµnh m«n	\script\task\tasklink\talktrigger.lua	talktask
1262	0	100	V­¬ng NghiÖp VÜ	\script\task\tasklink\talktrigger.lua	talktask
1263	0	100	Tiªu s­	\script\task\tasklink\talktrigger.lua	talktask
1264	0	100	Nha dŞch	\script\task\tasklink\talktrigger.lua	talktask
1265	0	100	Uy NhÜ Tèn	\script\task\tasklink\talktrigger.lua	talktask
1266	0	100	H¹ KiÖt	\script\task\tasklink\talktrigger.lua	talktask
1267	0	100	Chung Phãng	\script\task\tasklink\talktrigger.lua	talktask
1268	0	100	Chñ töu lÇu	\script\task\tasklink\talktrigger.lua	talktask
1269	0	100	B¸ch HiÓu Sinh	\script\task\tasklink\talktrigger.lua	talktask
1270	0	100	Chu B©n Cö	\script\task\tasklink\talktrigger.lua	talktask
