ID	Type	Title	Remark	BaguaFlag	SpecialOpStr	SpecialOpDesc	BangdingFlag	BatchNum	LimitTaskValue_0	LimitTaskValue_1	CostTaskValue_0	LimitDesc	CostItem_0	CostItem_1	CostItem_2	CostItem_3	CostItem_4	CostVMoney_0	CostVMoney_1	CostVMoney_2	StatKey
571	1	Ph­îng Vò n©ng cÊp 2	ÁúÌÚËÄº£¹ÚÌåĞÍ4£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ300		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;103;3063;1	2;1;30370;2	2;1;30369;300						_4
572	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£ÒÂÌåĞÍ1£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3056;1	2;1;30370;5							_3
573	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£ÒÂÌåĞÍ2£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3057;1	2;1;30370;5							_3
574	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£ÒÂÌåĞÍ3£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3058;1	2;1;30370;5							_3
575	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£ÒÂÌåĞÍ4£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3059;1	2;1;30370;5							_3
576	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£ÒÂÌåĞÍ1£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3056;1	2;1;30370;2	2;1;30369;450						_4
577	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£ÒÂÌåĞÍ2£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3057;1	2;1;30370;2	2;1;30369;450						_4
578	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£ÒÂÌåĞÍ2£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3058;1	2;1;30370;2	2;1;30369;450						_4
579	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£ÒÂÌåĞÍ4£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3059;1	2;1;30370;2	2;1;30369;450						_4
580	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌìÒÂÌåĞÍ1£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3060;1	2;1;30370;5							_3
581	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌìÒÂÌåĞÍ2£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3061;1	2;1;30370;5							_3
582	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌìÒÂÌåĞÍ3£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3062;1	2;1;30370;5							_3
583	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌìÒÂÌåĞÍ4£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3063;1	2;1;30370;5							_3
584	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌìÒÂÌåĞÍ1£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3060;1	2;1;30370;2	2;1;30369;450						_4
585	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌìÒÂÌåĞÍ2£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3061;1	2;1;30370;2	2;1;30369;450						_4
586	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌìÒÂÌåĞÍ2£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3062;1	2;1;30370;2	2;1;30369;450						_4
587	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌìÒÂÌåĞÍ4£¬ÌìÃÅ½ğÁî2£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;100;3063;1	2;1;30370;2	2;1;30369;450						_4
588	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£×°ÌåĞÍ1£¬ÌìÃÅ½ğÁî6		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3056;1	2;1;30370;6							_3
589	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£×°ÌåĞÍ2£¬ÌìÃÅ½ğÁî6		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3057;1	2;1;30370;6							_3
590	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£×°ÌåĞÍ3£¬ÌìÃÅ½ğÁî6		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3058;1	2;1;30370;6							_3
591	1	Long §»ng n©ng cÊp 1	ÁúÌÚËÄº£×°ÌåĞÍ4£¬ÌìÃÅ½ğÁî6		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3059;1	2;1;30370;6							_3
592	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£×°ÌåĞÍ1£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ450		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3056;1	2;1;30370;3	2;1;30369;450						_4
593	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£×°ÌåĞÍ2£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ450		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3057;1	2;1;30370;3	2;1;30369;450						_4
594	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£×°ÌåĞÍ3£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ450		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3058;1	2;1;30370;3	2;1;30369;450						_4
595	1	Long §»ng n©ng cÊp 2	ÁúÌÚËÄº£×°ÌåĞÍ4£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ450		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3059;1	2;1;30370;3	2;1;30369;450						_4
596	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌì×°ÌåĞÍ1£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3060;1	2;1;30370;6							_3
597	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌì×°ÌåĞÍ2£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3061;1	2;1;30370;6							_3
598	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌì×°ÌåĞÍ3£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3062;1	2;1;30370;6							_3
599	1	Ph­îng Vò n©ng cÊp 1	·ïÎè¾ÅÌì×°ÌåĞÍ4£¬ÌìÃÅ½ğÁî5		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3063;1	2;1;30370;6							_3
600	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌì×°ÌåĞÍ1£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3060;1	2;1;30370;3	2;1;30369;450						_4
601	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌì×°ÌåĞÍ2£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3061;1	2;1;30370;3	2;1;30369;450						_4
602	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌì×°ÌåĞÍ3£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3062;1	2;1;30370;3	2;1;30369;450						_4
603	1	Ph­îng Vò n©ng cÊp 2	·ïÎè¾ÅÌì×°ÌåĞÍ4£¬ÌìÃÅ½ğÁî3£¬¹ÅÁéÓñ600		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;101;3063;1	2;1;30370;3	2;1;30369;450						_4
990	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®ÁğÁ§½äµ¶+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;3;8932;1	2;1;30370;10							_3
991	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®À×Òô¹üÊÖ+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;0;8933;1	2;1;30370;10							_3
992	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®¾ªÀ×ìøÕÈ+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;8;8934;1	2;1;30370;10							_3
993	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®ÒõÑô´©Ó°+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;1;8935;1	2;1;30370;10							_3
994	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®´Èº½èóÒô½£+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;2;8936;1	2;1;30370;10							_3
995	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®¾ÅÏö»·ÅåÇÙ+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;10;8937;1	2;1;30370;10							_3
996	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®¹êÁÛ»¤ÊÖ+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;0;8938;1	2;1;30370;10							_3
997	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®Õòéá¹÷+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;5;8939;1	2;1;30370;10							_3
998	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®Íò»ª´¿·ç½£+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;2;8940;1	2;1;30370;10							_3
999	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®ĞÇÒÆ¶·×ª±Ê+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;9;8941;1	2;1;30370;10							_3
1000	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®ÆÆ¾üÉ±ÕóÇ¹+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;6;8942;1	2;1;30370;10							_3
1001	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®´©ñ·×·Ãü¹­+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;4;8943;1	2;1;30370;10							_3
1002	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®¹Î¹ÇÑªµ¶+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;7;8944;1	2;1;30370;10							_3
1003	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®Á¶»êÑª×¦+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;11;8945;1	2;1;30370;10							_3
1004	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®ÓùÌì·çÀ×½£+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;2;8946;1	2;1;30370;10							_3
1005	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®ÉñÑ×Ììµ¶+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;3;8947;1	2;1;30370;10							_3
1006	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®Éñ·æÅĞ±Ê+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;9;8948;1	2;1;30370;10							_3
1007	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®ÉñÁéÖä×¦+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;11;8949;1	2;1;30370;10							_3
1008	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®»ÃÎèÁáççÖ¦+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;13;8950;1	2;1;30370;10							_3
1009	1	Cöu Ch©u n©ng cÊp 1	¾ÅÖİÖ®»ÃÒô¾ÅÏöµÑ+ÌìÃÅ½ğÁî10¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;12;8951;1	2;1;30370;10							_3
1010	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®ÁğÁ§½äµ¶+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;3;8932;1	2;1;30370;5	2;1;30369;750						_4
1011	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®À×Òô¹üÊÖ+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;0;8933;1	2;1;30370;5	2;1;30369;750						_4
1012	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®¾ªÀ×ìøÕÈ+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;8;8934;1	2;1;30370;5	2;1;30369;750						_4
1013	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®ÒõÑô´©Ó°+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;1;8935;1	2;1;30370;5	2;1;30369;750						_4
1014	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®´Èº½èóÒô½£+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;2;8936;1	2;1;30370;5	2;1;30369;750						_4
1015	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®¾ÅÏö»·ÅåÇÙ+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;10;8937;1	2;1;30370;5	2;1;30369;750						_4
1016	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®¹êÁÛ»¤ÊÖ+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;0;8938;1	2;1;30370;5	2;1;30369;750						_4
1017	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®Õòéá¹÷+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;5;8939;1	2;1;30370;5	2;1;30369;750						_4
1018	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®Íò»ª´¿·ç½£+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;2;8940;1	2;1;30370;5	2;1;30369;750						_4
1019	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®ĞÇÒÆ¶·×ª±Ê+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;9;8941;1	2;1;30370;5	2;1;30369;750						_4
1020	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®ÆÆ¾üÉ±ÕóÇ¹+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;6;8942;1	2;1;30370;5	2;1;30369;750						_4
1021	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®´©ñ·×·Ãü¹­+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;4;8943;1	2;1;30370;5	2;1;30369;750						_4
1022	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®¹Î¹ÇÑªµ¶+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;7;8944;1	2;1;30370;5	2;1;30369;750						_4
1023	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®Á¶»êÑª×¦+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;11;8945;1	2;1;30370;5	2;1;30369;750						_4
1024	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®ÓùÌì·çÀ×½£+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;2;8946;1	2;1;30370;5	2;1;30369;750						_4
1025	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®ÉñÑ×Ììµ¶+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;3;8947;1	2;1;30370;5	2;1;30369;750						_4
1026	1	Cöu Ch©u n©ng cÊp 2	¾ÅÖİÖ®Éñ·æÅĞ±Ê+ÌìÃÅ½ğÁî5+¹ÅÁéÓñ750¶Ò»»ÎªÒ«ÑôÎäÆ÷		save_enhance	B¶o l­u cÊp c­êng hãa, hiÖu qu¶ ®Şnh hån	1						0;9;8948;1	2;1;30370;5	2;1;30369;750						_4
