Genre	Detail	Particular	Value	ValueMax
2	1	139	50000	6000
2	1	140	30000	6000
2	1	141	50000	6000
2	1	142	30000	6000
2	1	143	50000	6000
2	1	146	50000	6000
2	1	147	50000	6000
2	1	148	70	6000
2	1	149	100	6000
2	1	151	50000	6000
2	1	152	50000	6000
2	1	153	50000	6000
2	1	155	20	6000
2	1	156	10000	6000
2	1	157	20	6000
2	1	158	20	6000
2	1	159	20	6000
2	1	160	10000	6000
2	1	161	20	6000
2	1	162	20	6000
2	1	163	20	6000
2	1	164	20	6000
2	1	165	10000	6000
2	1	166	20	6000
2	1	167	20	6000
2	1	168	20	6000
2	1	169	20	6000
2	1	170	50	6000
2	1	171	50	6000
2	1	172	10000	6000
2	1	173	50	6000
2	1	174	50	6000
2	1	175	60	6000
2	1	176	50	6000
2	1	177	50	6000
2	1	178	70	6000
2	1	179	10000	6000
2	1	180	10000	6000
2	1	181	10000	6000
2	1	182	10000	6000
2	1	183	100	6000
2	1	184	70	6000
2	1	185	100	6000
2	1	186	100	6000
2	1	187	100	6000
2	1	271	20	6000
2	1	272	20	6000
2	1	273	20	6000
2	1	274	20	6000
2	1	275	20	6000
2	1	276	20	6000
2	1	277	20	6000
2	1	281	20	6000
2	1	282	50	6000
2	1	284	50	6000
2	1	285	50	6000
2	1	286	20	6000
2	1	287	20	6000
2	1	288	20	6000
2	1	289	20	6000
2	1	290	50	6000
2	1	291	50	6000
2	1	292	50	6000
2	1	293	50	6000
2	1	294	60	6000
2	1	295	60	6000
2	1	296	60	6000
2	1	297	70	6000
2	1	298	70	6000
2	1	299	70	6000
2	1	300	60	6000
2	1	301	60	6000
2	1	302	70	6000
2	1	303	70	6000
2	1	304	100	6000
2	1	305	100	6000
2	1	306	20	6000
2	1	307	20	6000
2	1	308	20	6000
2	1	309	20	6000
2	1	310	20	6000
2	1	311	20	6000
2	1	312	20	6000
2	1	313	20	6000
2	1	314	20	6000
2	1	315	20	6000
2	1	316	20	6000
2	1	317	20	6000
2	1	318	20	6000
2	1	319	50	6000
2	1	320	50	6000
2	1	321	50	6000
2	1	322	50	6000
2	1	323	60	6000
2	1	324	60	6000
2	1	325	60	6000
2	1	326	50	6000
2	1	327	50	6000
2	1	328	50	6000
2	1	329	50	6000
2	1	330	60	6000
2	1	331	60	6000
0	103	1	2000	6000
0	103	2	2000	6000
0	103	3	3000	6000
0	103	4	3000	6000
0	103	5	4000	6000
0	103	6	4000	6000
0	103	7	5000	6000
0	103	8	5000	6000
0	103	9	6000	6000
0	103	10	6000	6000
0	103	11	7000	6000
0	103	12	7000	6000
0	103	13	8000	6000
0	103	14	8000	6000
0	103	15	9000	6000
0	103	16	9000	6000
0	103	17	10000	6000
0	103	18	10000	6000
0	103	19	2000	6000
0	103	20	2000	6000
0	103	21	3000	6000
0	103	22	3000	6000
0	103	23	4000	6000
0	103	24	4000	6000
0	103	25	5000	6000
0	103	26	5000	6000
0	103	27	6000	6000
0	103	28	6000	6000
0	103	29	7000	6000
0	103	30	7000	6000
0	103	31	8000	6000
0	103	32	8000	6000
0	103	33	9000	6000
0	103	34	9000	6000
0	103	35	10000	6000
0	103	36	10000	6000
0	103	37	2000	6000
0	103	38	2000	6000
0	103	39	3000	6000
0	103	40	3000	6000
0	103	41	4000	6000
0	103	42	4000	6000
0	103	43	5000	6000
0	103	44	5000	6000
0	103	45	6000	6000
0	103	46	6000	6000
0	103	47	7000	6000
0	103	48	7000	6000
0	103	49	8000	6000
0	103	50	8000	6000
0	103	51	9000	6000
0	103	52	9000	6000
0	103	53	10000	6000
0	103	54	10000	6000
0	103	55	2000	6000
0	103	56	2000	6000
0	103	57	3000	6000
0	103	58	3000	6000
0	103	59	4000	6000
0	103	60	4000	6000
0	103	61	5000	6000
0	103	62	5000	6000
0	103	63	6000	6000
0	103	64	6000	6000
0	103	65	7000	6000
0	103	66	7000	6000
0	103	67	8000	6000
0	103	68	8000	6000
0	103	69	9000	6000
0	103	70	9000	6000
0	103	71	10000	6000
0	103	72	10000	6000
0	103	251	30000	6000
0	103	271	50000	6000
0	103	252	30000	6000
0	103	272	50000	6000
0	103	351	30000	6000
0	103	371	50000	6000
0	103	352	30000	6000
0	103	372	50000	6000
0	103	451	30000	6000
0	103	471	50000	6000
0	103	452	30000	6000
0	103	472	50000	6000
0	103	651	30000	6000
0	103	671	50000	6000
0	103	652	30000	6000
0	103	672	50000	6000
0	103	653	30000	6000
0	103	673	50000	6000
0	103	654	30000	6000
0	103	674	50000	6000
0	103	853	30000	6000
0	103	873	50000	6000
0	103	854	30000	6000
0	103	874	50000	6000
0	103	953	30000	6000
0	103	973	50000	6000
0	103	954	30000	6000
0	103	974	50000	6000
0	103	1151	30000	6000
0	103	1171	50000	6000
0	103	1152	30000	6000
0	103	1172	50000	6000
0	103	1153	30000	6000
0	103	1173	50000	6000
0	103	1154	30000	6000
0	103	1174	50000	6000
0	103	1251	30000	6000
0	103	1271	50000	6000
0	103	1252	30000	6000
0	103	1272	50000	6000
0	103	1253	30000	6000
0	103	1273	50000	6000
0	103	1254	30000	6000
0	103	1274	50000	6000
0	103	1451	30000	6000
0	103	1471	50000	6000
0	103	1452	30000	6000
0	103	1472	50000	6000
0	103	1453	30000	6000
0	103	1473	50000	6000
0	103	1454	30000	6000
0	103	1474	50000	6000
0	103	1551	30000	6000
0	103	1571	50000	6000
0	103	1552	30000	6000
0	103	1572	50000	6000
0	103	1553	30000	6000
0	103	1573	50000	6000
0	103	1554	30000	6000
0	103	1574	50000	6000
0	103	1751	30000	6000
0	103	1771	50000	6000
0	103	1752	30000	6000
0	103	1772	50000	6000
0	103	1753	30000	6000
0	103	1773	50000	6000
0	103	1754	30000	6000
0	103	1774	50000	6000
0	103	1851	30000	6000
0	103	1871	50000	6000
0	103	1852	30000	6000
0	103	1872	50000	6000
0	103	1853	30000	6000
0	103	1873	50000	6000
0	103	1854	30000	6000
0	103	1874	50000	6000
0	103	2051	30000	6000
0	103	2071	50000	6000
0	103	2052	30000	6000
0	103	2072	50000	6000
0	103	2053	30000	6000
0	103	2073	50000	6000
0	103	2054	30000	6000
0	103	2074	50000	6000
0	103	2151	30000	6000
0	103	2171	50000	6000
0	103	2152	30000	6000
0	103	2172	50000	6000
0	103	2153	30000	6000
0	103	2173	50000	6000
0	103	2154	30000	6000
0	103	2174	50000	6000
0	103	281	60000	6000
0	103	282	60000	6000
0	103	381	60000	6000
0	103	382	60000	6000
0	103	481	60000	6000
0	103	482	60000	6000
0	103	681	60000	6000
0	103	682	60000	6000
0	103	683	60000	6000
0	103	684	60000	6000
0	103	883	60000	6000
0	103	884	60000	6000
0	103	983	60000	6000
0	103	984	60000	6000
0	103	1181	60000	6000
0	103	1182	60000	6000
0	103	1183	60000	6000
0	103	1184	60000	6000
0	103	1281	60000	6000
0	103	1282	60000	6000
0	103	1283	60000	6000
0	103	1284	60000	6000
0	103	1481	60000	6000
0	103	1482	60000	6000
0	103	1483	60000	6000
0	103	1484	60000	6000
0	103	1581	60000	6000
0	103	1582	60000	6000
0	103	1583	60000	6000
0	103	1584	60000	6000
0	103	1781	60000	6000
0	103	1782	60000	6000
0	103	1783	60000	6000
0	103	1784	60000	6000
0	103	1881	60000	6000
0	103	1882	60000	6000
0	103	1883	60000	6000
0	103	1884	60000	6000
0	100	1	2000	6000
0	100	2	2000	6000
0	100	3	3000	6000
0	100	4	3000	6000
0	100	5	4000	6000
0	100	6	4000	6000
0	100	7	5000	6000
0	100	8	5000	6000
0	100	9	6000	6000
0	100	10	6000	6000
0	100	11	7000	6000
0	100	12	7000	6000
0	100	13	8000	6000
0	100	14	8000	6000
0	100	15	9000	6000
0	100	16	9000	6000
0	100	17	10000	6000
0	100	18	10000	6000
0	100	19	2000	6000
0	100	20	2000	6000
0	100	21	3000	6000
0	100	22	3000	6000
0	100	23	4000	6000
0	100	24	4000	6000
0	100	25	5000	6000
0	100	26	5000	6000
0	100	27	6000	6000
0	100	28	6000	6000
0	100	29	7000	6000
0	100	30	7000	6000
0	100	31	8000	6000
0	100	32	8000	6000
0	100	33	9000	6000
0	100	34	9000	6000
0	100	35	10000	6000
0	100	36	10000	6000
0	100	37	2000	6000
0	100	38	2000	6000
0	100	39	3000	6000
0	100	40	3000	6000
0	100	41	4000	6000
0	100	42	4000	6000
0	100	43	5000	6000
0	100	44	5000	6000
0	100	45	6000	6000
0	100	46	6000	6000
0	100	47	7000	6000
0	100	48	7000	6000
0	100	49	8000	6000
0	100	50	8000	6000
0	100	51	9000	6000
0	100	52	9000	6000
0	100	53	10000	6000
0	100	54	10000	6000
0	100	55	2000	6000
0	100	56	2000	6000
0	100	57	3000	6000
0	100	58	3000	6000
0	100	59	4000	6000
0	100	60	4000	6000
0	100	61	5000	6000
0	100	62	5000	6000
0	100	63	6000	6000
0	100	64	6000	6000
0	100	65	7000	6000
0	100	66	7000	6000
0	100	67	8000	6000
0	100	68	8000	6000
0	100	69	9000	6000
0	100	70	9000	6000
0	100	71	10000	6000
0	100	72	10000	6000
0	100	251	30000	6000
0	100	271	50000	6000
0	100	252	30000	6000
0	100	272	50000	6000
0	100	351	30000	6000
0	100	371	50000	6000
0	100	352	30000	6000
0	100	372	50000	6000
0	100	451	30000	6000
0	100	471	50000	6000
0	100	452	30000	6000
0	100	472	50000	6000
0	100	651	30000	6000
0	100	671	50000	6000
0	100	652	30000	6000
0	100	672	50000	6000
0	100	653	30000	6000
0	100	673	50000	6000
0	100	654	30000	6000
0	100	674	50000	6000
0	100	853	30000	6000
0	100	873	50000	6000
0	100	854	30000	6000
0	100	874	50000	6000
0	100	953	30000	6000
0	100	973	50000	6000
0	100	954	30000	6000
0	100	974	50000	6000
0	100	1151	30000	6000
0	100	1171	50000	6000
0	100	1152	30000	6000
0	100	1172	50000	6000
0	100	1153	30000	6000
0	100	1173	50000	6000
0	100	1154	30000	6000
0	100	1174	50000	6000
0	100	1251	30000	6000
0	100	1271	50000	6000
0	100	1252	30000	6000
0	100	1272	50000	6000
0	100	1253	30000	6000
0	100	1273	50000	6000
0	100	1254	30000	6000
0	100	1274	50000	6000
0	100	1451	30000	6000
0	100	1471	50000	6000
0	100	1452	30000	6000
0	100	1472	50000	6000
0	100	1453	30000	6000
0	100	1473	50000	6000
0	100	1454	30000	6000
0	100	1474	50000	6000
0	100	1551	30000	6000
0	100	1571	50000	6000
0	100	1552	30000	6000
0	100	1572	50000	6000
0	100	1553	30000	6000
0	100	1573	50000	6000
0	100	1554	30000	6000
0	100	1574	50000	6000
0	100	1751	30000	6000
0	100	1771	50000	6000
0	100	1752	30000	6000
0	100	1772	50000	6000
0	100	1753	30000	6000
0	100	1773	50000	6000
0	100	1754	30000	6000
0	100	1774	50000	6000
0	100	1851	30000	6000
0	100	1871	50000	6000
0	100	1852	30000	6000
0	100	1872	50000	6000
0	100	1853	30000	6000
0	100	1873	50000	6000
0	100	1854	30000	6000
0	100	1874	50000	6000
0	100	2051	30000	6000
0	100	2071	50000	6000
0	100	2052	30000	6000
0	100	2072	50000	6000
0	100	2053	30000	6000
0	100	2073	50000	6000
0	100	2054	30000	6000
0	100	2074	50000	6000
0	100	2151	30000	6000
0	100	2171	50000	6000
0	100	2152	30000	6000
0	100	2172	50000	6000
0	100	2153	30000	6000
0	100	2173	50000	6000
0	100	2154	30000	6000
0	100	2174	50000	6000
0	100	281	60000	6000
0	100	282	60000	6000
0	100	381	60000	6000
0	100	382	60000	6000
0	100	481	60000	6000
0	100	482	60000	6000
0	100	681	60000	6000
0	100	682	60000	6000
0	100	683	60000	6000
0	100	684	60000	6000
0	100	883	60000	6000
0	100	884	60000	6000
0	100	983	60000	6000
0	100	984	60000	6000
0	100	1181	60000	6000
0	100	1182	60000	6000
0	100	1183	60000	6000
0	100	1184	60000	6000
0	100	1281	60000	6000
0	100	1282	60000	6000
0	100	1283	60000	6000
0	100	1284	60000	6000
0	100	1481	60000	6000
0	100	1482	60000	6000
0	100	1483	60000	6000
0	100	1484	60000	6000
0	100	1581	60000	6000
0	100	1582	60000	6000
0	100	1583	60000	6000
0	100	1584	60000	6000
0	100	1781	60000	6000
0	100	1782	60000	6000
0	100	1783	60000	6000
0	100	1784	60000	6000
0	100	1881	60000	6000
0	100	1882	60000	6000
0	100	1883	60000	6000
0	100	1884	60000	6000
0	101	1	2000	6000
0	101	2	2000	6000
0	101	3	3000	6000
0	101	4	3000	6000
0	101	5	4000	6000
0	101	6	4000	6000
0	101	7	5000	6000
0	101	8	5000	6000
0	101	9	6000	6000
0	101	10	6000	6000
0	101	11	7000	6000
0	101	12	7000	6000
0	101	13	8000	6000
0	101	14	8000	6000
0	101	15	9000	6000
0	101	16	9000	6000
0	101	17	10000	6000
0	101	18	10000	6000
0	101	19	2000	6000
0	101	20	2000	6000
0	101	21	3000	6000
0	101	22	3000	6000
0	101	23	4000	6000
0	101	24	4000	6000
0	101	25	5000	6000
0	101	26	5000	6000
0	101	27	6000	6000
0	101	28	6000	6000
0	101	29	7000	6000
0	101	30	7000	6000
0	101	31	8000	6000
0	101	32	8000	6000
0	101	33	9000	6000
0	101	34	9000	6000
0	101	35	10000	6000
0	101	36	10000	6000
0	101	37	2000	6000
0	101	38	2000	6000
0	101	39	3000	6000
0	101	40	3000	6000
0	101	41	4000	6000
0	101	42	4000	6000
0	101	43	5000	6000
0	101	44	5000	6000
0	101	45	6000	6000
0	101	46	6000	6000
0	101	47	7000	6000
0	101	48	7000	6000
0	101	49	8000	6000
0	101	50	8000	6000
0	101	51	9000	6000
0	101	52	9000	6000
0	101	53	10000	6000
0	101	54	10000	6000
0	101	55	2000	6000
0	101	56	2000	6000
0	101	57	3000	6000
0	101	58	3000	6000
0	101	59	4000	6000
0	101	60	4000	6000
0	101	61	5000	6000
0	101	62	5000	6000
0	101	63	6000	6000
0	101	64	6000	6000
0	101	65	7000	6000
0	101	66	7000	6000
0	101	67	8000	6000
0	101	68	8000	6000
0	101	69	9000	6000
0	101	70	9000	6000
0	101	71	10000	6000
0	101	72	10000	6000
0	101	251	30000	6000
0	101	271	50000	6000
0	101	252	30000	6000
0	101	272	50000	6000
0	101	351	30000	6000
0	101	371	50000	6000
0	101	352	30000	6000
0	101	372	50000	6000
0	101	451	30000	6000
0	101	471	50000	6000
0	101	452	30000	6000
0	101	472	50000	6000
0	101	651	30000	6000
0	101	671	50000	6000
0	101	652	30000	6000
0	101	672	50000	6000
0	101	653	30000	6000
0	101	673	50000	6000
0	101	654	30000	6000
0	101	674	50000	6000
0	101	853	30000	6000
0	101	873	50000	6000
0	101	854	30000	6000
0	101	874	50000	6000
0	101	953	30000	6000
0	101	973	50000	6000
0	101	954	30000	6000
0	101	974	50000	6000
0	101	1151	30000	6000
0	101	1171	50000	6000
0	101	1152	30000	6000
0	101	1172	50000	6000
0	101	1153	30000	6000
0	101	1173	50000	6000
0	101	1154	30000	6000
0	101	1174	50000	6000
0	101	1251	30000	6000
0	101	1271	50000	6000
0	101	1252	30000	6000
0	101	1272	50000	6000
0	101	1253	30000	6000
0	101	1273	50000	6000
0	101	1254	30000	6000
0	101	1274	50000	6000
0	101	1451	30000	6000
0	101	1471	50000	6000
0	101	1452	30000	6000
0	101	1472	50000	6000
0	101	1453	30000	6000
0	101	1473	50000	6000
0	101	1454	30000	6000
0	101	1474	50000	6000
0	101	1551	30000	6000
0	101	1571	50000	6000
0	101	1552	30000	6000
0	101	1572	50000	6000
0	101	1553	30000	6000
0	101	1573	50000	6000
0	101	1554	30000	6000
0	101	1574	50000	6000
0	101	1751	30000	6000
0	101	1771	50000	6000
0	101	1752	30000	6000
0	101	1772	50000	6000
0	101	1753	30000	6000
0	101	1773	50000	6000
0	101	1754	30000	6000
0	101	1774	50000	6000
0	101	1851	30000	6000
0	101	1871	50000	6000
0	101	1852	30000	6000
0	101	1872	50000	6000
0	101	1853	30000	6000
0	101	1873	50000	6000
0	101	1854	30000	6000
0	101	1874	50000	6000
0	101	2051	30000	6000
0	101	2071	50000	6000
0	101	2052	30000	6000
0	101	2072	50000	6000
0	101	2053	30000	6000
0	101	2073	50000	6000
0	101	2054	30000	6000
0	101	2074	50000	6000
0	101	2151	30000	6000
0	101	2171	50000	6000
0	101	2152	30000	6000
0	101	2172	50000	6000
0	101	2153	30000	6000
0	101	2173	50000	6000
0	101	2154	30000	6000
0	101	2174	50000	6000
0	101	281	60000	6000
0	101	282	60000	6000
0	101	381	60000	6000
0	101	382	60000	6000
0	101	481	60000	6000
0	101	482	60000	6000
0	101	681	60000	6000
0	101	682	60000	6000
0	101	683	60000	6000
0	101	684	60000	6000
0	101	883	60000	6000
0	101	884	60000	6000
0	101	983	60000	6000
0	101	984	60000	6000
0	101	1181	60000	6000
0	101	1182	60000	6000
0	101	1183	60000	6000
0	101	1184	60000	6000
0	101	1281	60000	6000
0	101	1282	60000	6000
0	101	1283	60000	6000
0	101	1284	60000	6000
0	101	1481	60000	6000
0	101	1482	60000	6000
0	101	1483	60000	6000
0	101	1484	60000	6000
0	101	1581	60000	6000
0	101	1582	60000	6000
0	101	1583	60000	6000
0	101	1584	60000	6000
0	101	1781	60000	6000
0	101	1782	60000	6000
0	101	1783	60000	6000
0	101	1784	60000	6000
0	101	1881	60000	6000
0	101	1882	60000	6000
0	101	1883	60000	6000
0	101	1884	60000	6000
0	0	1	2000	6000
0	0	2	2000	6000
0	0	3	3000	6000
0	0	4	3000	6000
0	0	5	4000	6000
0	0	6	4000	6000
0	0	7	5000	6000
0	0	8	5000	6000
0	0	9	6000	6000
0	0	10	7000	6000
0	0	11	8000	6000
0	0	12	9000	6000
0	0	13	10000	6000
0	0	14	20000	6000
0	0	15	30000	6000
0	0	16	40000	6000
0	2	14	2000	6000
0	2	15	2000	6000
0	2	16	3000	6000
0	2	17	3000	6000
0	2	18	4000	6000
0	2	19	4000	6000
0	2	20	5000	6000
0	2	21	5000	6000
0	2	22	6000	6000
0	2	23	7000	6000
0	2	24	8000	6000
0	2	25	9000	6000
0	2	26	10000	6000
0	2	36	20000	6000
0	2	37	30000	6000
0	2	38	40000	6000
0	5	27	2000	6000
0	5	28	2000	6000
0	5	29	3000	6000
0	5	30	3000	6000
0	5	31	4000	6000
0	5	32	4000	6000
0	5	33	5000	6000
0	5	34	5000	6000
0	5	35	6000	6000
0	5	36	7000	6000
0	5	37	8000	6000
0	5	38	9000	6000
0	5	39	10000	6000
0	5	40	20000	6000
0	5	41	30000	6000
0	5	42	40000	6000
0	1	40	2000	6000
0	1	41	2000	6000
0	1	42	3000	6000
0	1	43	3000	6000
0	1	44	4000	6000
0	1	45	4000	6000
0	1	46	5000	6000
0	1	47	5000	6000
0	1	48	6000	6000
0	1	49	7000	6000
0	1	50	8000	6000
0	1	51	9000	6000
0	1	52	10000	6000
0	1	53	20000	6000
0	1	53	30000	6000
0	1	53	40000	6000
0	3	53	3000	6000
0	3	54	3000	6000
0	3	55	4000	6000
0	3	56	4000	6000
0	3	57	5000	6000
0	3	58	5000	6000
0	3	59	6000	6000
0	3	60	7000	6000
0	3	61	8000	6000
0	3	62	9000	6000
0	3	63	10000	6000
0	3	64	20000	6000
0	3	65	30000	6000
0	3	66	40000	6000
0	10	64	3000	6000
0	10	65	3000	6000
0	10	66	4000	6000
0	10	67	4000	6000
0	10	68	5000	6000
0	10	69	5000	6000
0	10	70	6000	6000
0	10	71	7000	6000
0	10	72	8000	6000
0	10	73	9000	6000
0	10	74	10000	6000
0	10	75	20000	6000
0	10	76	30000	6000
0	10	77	40000	6000
0	9	75	3000	6000
0	9	76	3000	6000
0	9	77	4000	6000
0	9	78	4000	6000
0	9	79	5000	6000
0	9	80	5000	6000
0	9	81	6000	6000
0	9	82	7000	6000
0	9	83	8000	6000
0	9	84	9000	6000
0	9	85	10000	6000
0	9	86	20000	6000
0	9	87	30000	6000
0	9	88	40000	6000
0	8	86	3000	6000
0	8	87	3000	6000
0	8	88	4000	6000
0	8	89	4000	6000
0	8	90	5000	6000
0	8	91	5000	6000
0	8	92	6000	6000
0	8	93	7000	6000
0	8	94	8000	6000
0	8	95	9000	6000
0	8	96	10000	6000
0	8	97	20000	6000
0	8	98	30000	6000
0	8	99	40000	6000
0	6	97	3000	6000
0	6	98	3000	6000
0	6	99	4000	6000
0	6	100	4000	6000
0	6	101	5000	6000
0	6	102	5000	6000
0	6	103	6000	6000
0	6	104	7000	6000
0	6	105	8000	6000
0	6	106	9000	6000
0	6	107	10000	6000
0	6	108	20000	6000
0	6	109	30000	6000
0	6	110	40000	6000
0	4	108	3000	6000
0	4	109	3000	6000
0	4	110	4000	6000
0	4	111	4000	6000
0	4	112	5000	6000
0	4	113	5000	6000
0	4	114	6000	6000
0	4	115	7000	6000
0	4	116	8000	6000
0	4	117	9000	6000
0	4	118	10000	6000
0	4	119	20000	6000
0	4	120	30000	6000
0	4	121	40000	6000
0	11	1	3000	6000
0	11	2	3000	6000
0	11	3	4000	6000
0	11	4	4000	6000
0	11	5	5000	6000
0	11	6	5000	6000
0	11	7	6000	6000
0	11	8	7000	6000
0	11	9	8000	6000
0	11	10	9000	6000
0	11	11	10000	6000
0	11	12	20000	6000
0	11	13	30000	6000
0	11	14	40000	6000
0	7	1	3000	6000
0	7	2	3000	6000
0	7	3	4000	6000
0	7	4	4000	6000
0	7	5	5000	6000
0	7	6	5000	6000
0	7	7	6000	6000
0	7	8	7000	6000
0	7	9	8000	6000
0	7	10	9000	6000
0	7	11	10000	6000
0	7	12	20000	6000
0	7	13	30000	6000
0	7	14	40000	6000
0	3	251	30000	6000
0	3	271	50000	6000
0	3	252	30000	6000
0	3	272	50000	6000
0	5	251	30000	6000
0	5	271	50000	6000
0	5	252	30000	6000
0	5	272	50000	6000
0	8	351	30000	6000
0	8	371	50000	6000
0	8	352	30000	6000
0	8	372	50000	6000
0	0	451	30000	6000
0	0	471	50000	6000
0	0	452	30000	6000
0	0	472	50000	6000
0	1	651	30000	6000
0	1	671	50000	6000
0	1	652	30000	6000
0	1	672	50000	6000
0	1	653	30000	6000
0	1	673	50000	6000
0	1	654	30000	6000
0	1	674	50000	6000
0	2	853	30000	6000
0	2	873	50000	6000
0	2	854	30000	6000
0	2	874	50000	6000
0	10	953	30000	6000
0	10	973	50000	6000
0	10	954	30000	6000
0	10	974	50000	6000
0	0	1151	30000	6000
0	0	1171	50000	6000
0	0	1152	30000	6000
0	0	1172	50000	6000
0	0	1153	30000	6000
0	0	1173	50000	6000
0	0	1154	30000	6000
0	0	1174	50000	6000
0	5	1251	30000	6000
0	5	1271	50000	6000
0	5	1252	30000	6000
0	5	1272	50000	6000
0	5	1253	30000	6000
0	5	1273	50000	6000
0	5	1254	30000	6000
0	5	1274	50000	6000
0	2	1451	30000	6000
0	2	1471	50000	6000
0	2	1452	30000	6000
0	2	1472	50000	6000
0	2	1453	30000	6000
0	2	1473	50000	6000
0	2	1454	30000	6000
0	2	1474	50000	6000
0	9	1551	30000	6000
0	9	1571	50000	6000
0	9	1552	30000	6000
0	9	1572	50000	6000
0	9	1553	30000	6000
0	9	1573	50000	6000
0	9	1554	30000	6000
0	9	1574	50000	6000
0	6	1751	30000	6000
0	6	1771	50000	6000
0	6	1752	30000	6000
0	6	1772	50000	6000
0	6	1753	30000	6000
0	6	1773	50000	6000
