ItemsID	Genre	Detail	Particular	Num	Name
1464	2	3	10	5	影月符
1465	2	3	11	5	太玄咒
1466	2	3	12	5	破魔咒
1467	2	8	1	5	聚铁石
1468	2	8	2	5	聚铜石
1469	2	8	3	5	聚锡石
1470	2	8	4	5	聚银石
1471	2	8	5	5	乌金石
1472	2	8	6	5	太白精石
1473	2	8	7	5	玄石
1474	2	10	7	5	鸾鸟羽披
1475	2	9	1	5	兔毛
1476	2	9	2	5	蚕丝
1477	2	9	3	5	五色丝
1478	2	9	4	5	冷虫丝
1479	2	9	5	5	火蛛丝
1480	2	9	6	5	冰蚕丝
1481	2	9	7	5	乌蚕丝
1482	2	2	1	5	精铁
1483	2	2	2	5	百炼钢
1484	2	2	3	5	紫金
1485	2	2	4	5	寒铁
1486	2	2	5	5	太白精金
1487	2	2	6	5	玄铁
1488	2	2	7	5	陨铁碎片
1489	2	2	8	5	陨铁
1490	2	2	9	5	重木
1491	2	2	10	5	铁樟木
1492	2	2	11	5	铁线木
1493	2	2	12	5	波罗木
1494	2	2	13	5	檀木
1495	2	2	14	5	菩提木
1496	2	2	15	5	狼皮
1497	2	2	16	5	虎皮
1498	2	2	17	5	狐皮
1499	2	2	18	5	蛇皮
1500	2	2	20	5	熊皮
1501	2	2	21	5	黑锦
1502	2	2	22	5	织锦
1503	2	2	23	5	火浣锦
1504	2	2	24	5	木棉锦
1505	2	2	25	5	云锦
1506	2	2	26	5	天孙锦
1507	2	2	27	5	连衡谱
1508	2	2	57	5	修罗谱	
1509	2	2	58	5	神兵谱	
1510	2	2	28	5	药王神篇
1511	2	2	29	5	遁甲书
1512	2	2	30	5	朱砂
1513	2	2	31	5	丹心砂
1514	2	2	32	5	碧血砂
1515	2	2	33	5	黑犬灵血
1516	2	2	34	5	青乌灵血
1517	2	2	35	5	玄鹤灵血
1518	2	2	36	5	天青石
1519	2	2	37	5	黑钨石
1520	2	2	38	5	赤铁
1521	2	2	39	5	云母
1522	2	2	40	5	锆石
1523	2	2	41	5	松木
1524	2	2	42	5	杨木
1525	2	2	43	5	杉木
1526	2	2	44	5	铁木
1527	2	2	45	5	梧桐木
1528	2	2	46	5	白虎之皮
1529	2	2	47	5	山狮之皮
1530	2	2	48	5	白猿之皮
1531	2	2	49	5	朱雀之羽
1532	2	2	50	5	灵鳌之皮
1533	2	2	51	5	凤凰之羽
1534	2	2	52	5	狼蛛丝
1535	2	2	53	5	血蚕丝
1536	2	2	54	5	灵蛛丝
1537	2	2	55	5	金蚕丝
1538	2	2	56	5	天蚕丝
1539	2	1	2	10	兔尾
1540	2	1	3	10	土狼牙
1541	2	1	4	10	兔儿果
1542	2	1	5	10	狼毛
1543	2	1	6	10	虫卵
1544	2	1	7	10	野猪牙
1545	2	1	8	10	上等狼毛
1546	2	1	9	10	问路石
1547	2	1	10	10	铁扳指
1548	2	1	11	10	绣花鞋
1549	2	1	12	10	烧酒
1550	2	1	13	10	蜂巢
1551	2	1	14	10	上等野猪牙
1552	2	1	15	10	行缎
1553	2	1	16	10	猴儿果
1554	2	1	17	10	青金
1555	2	1	18	10	蝙蝠翅膀
1556	2	1	19	10	虎尾
1557	2	1	20	10	铁枪头
1558	2	1	21	10	刀鞘
1559	2	1	22	10	雪精
1560	2	1	23	10	腿骨
1561	2	1	24	10	搜神记
1562	2	1	25	10	甲木牌
1563	2	1	26	10	暗烟
1564	2	1	27	10	阴魄
1565	2	1	28	10	鸟蛋
1566	2	1	29	10	宝瓶
1567	2	1	30	10	铜剑
1568	2	1	31	10	木手
1569	2	1	32	10	红睛
1570	2	1	33	10	乙木牌
1571	2	1	34	10	官服
1572	2	1	35	10	烧饼
1573	2	1	36	10	家法棒
1574	2	1	37	10	狼魂
1575	2	1	38	10	商货
1576	2	1	39	10	夜明珠
1577	2	1	40	10	半截枪身
1578	2	1	41	10	金钗
1579	2	1	42	10	铜块
1580	2	1	43	10	草鞋
1581	2	1	44	10	酒杯
1582	2	1	45	10	雪魄
1583	2	1	46	10	丙木牌
1584	2	1	47	10	铁叉
1585	2	1	48	10	黄虎尾
1586	2	1	49	10	神魔志
1587	2	1	50	10	手骨
1588	2	1	51	10	幽魂
1589	2	1	52	10	鸩酒
1590	2	1	53	10	夷则钟
1591	2	1	54	10	绣缎
1592	2	1	55	10	茶壶
1593	2	1	56	10	公文
1594	2	1	57	10	梳妆匣
1595	2	1	58	10	吸血蝠翅
1596	2	1	59	10	丁木牌
1597	2	1	60	10	羊皮酒袋
1598	2	1	61	10	铁链
1599	2	1	62	10	绿魄
1600	2	1	63	10	钩爪
1601	2	1	64	10	戊木牌
1602	2	1	65	10	牛皮酒袋
1603	2	1	66	10	已木牌
1604	2	1	67	10	大宋地理志
1605	2	1	68	10	针炙铜人
1606	2	1	69	10	黄金扳指
1607	2	1	70	10	庚木牌
1608	2	1	71	10	铁八卦
1609	2	1	72	10	印石
1610	2	1	73	10	钉耙
1611	2	1	74	10	鹿皮手套
1612	2	1	75	10	目雷纹刀
1613	2	1	76	10	牡丹
1614	2	1	77	10	辛木牌
1615	2	1	78	10	熊纹
1616	2	1	79	10	金秤砣
1617	2	1	80	10	剑魂
1618	2	1	81	10	白云杯
1619	2	1	82	10	八卦葵花镜
1620	2	1	83	10	壬木牌
1621	2	1	84	10	琥珀
1622	2	1	85	10	葵木牌
1623	2	1	86	10	金刚
1624	2	1	87	10	玉如意
1625	2	1	88	10	玉壶
1626	2	1	89	10	犀牛筋弦
1627	2	1	90	10	护佛扳指
1628	2	1	91	10	绿柱
1629	2	1	92	10	鬼魂
1630	2	1	93	10	白玉环
1631	2	1	94	10	邪佛扳指
1632	2	1	95	10	雪花戒箍
1633	2	1	96	10	指南鱼
1634	2	1	97	10	伤寒论
1635	2	1	98	10	溪山行旅图摹本
1636	2	1	99	10	幻光
1637	2	1	100	10	东陵
1638	2	1	101	10	天王面具
1639	2	1	102	10	人屠斧
1640	2	1	103	10	瘟疫瓶
1641	2	1	104	10	虎符
1642	2	1	105	10	武经总要
1643	2	1	106	10	麒麟鳞片
1644	2	1	107	10	黄帝内经
1645	2	1	108	10	黄金宝箱
1646	2	1	109	1	传功舍利
1647	2	1	110	1	山河社稷图碎片
1648	2	1	111	1	玫瑰
1649	2	1	112	1	幸运兔脚
1650	2	1	113	1	苍狼牙
1651	2	1	114	1	防水油绸
1652	2	1	115	1	破天弓
1653	2	1	116	1	龙骨
1654	2	1	117	1	醉仙菊
1655	2	1	118	1	尸王肋骨
1656	2	1	119	1	尸气瓶
1657	2	1	120	1	管子
1658	2	1	121	1	飞鱼袋
1659	2	1	122	1	双星壶
1660	2	1	123	1	兽王心
1661	2	1	124	1	头骨
1662	2	1	125	1	聚魂鼎
1663	2	1	126	1	蜡丸
1664	2	1	127	1	蝠毒
1665	2	1	128	1	官帽
1666	2	1	129	1	密杀令
1667	2	1	130	1	震天雷
1668	2	1	131	1	藏宝图
1669	2	1	132	1	风筝
1670	2	1	133	1	木傀儡
1671	2	1	134	1	槽银
1672	2	1	135	1	花石纲
1673	2	1	136	1	墨油
1674	2	1	137	1	长成镜
1675	2	1	138	1	毕升泥活字版
1676	2	1	139	1	人头念珠
1677	2	1	140	1	溪山行旅图
1678	2	1	141	1	妖王战旗
1679	2	1	142	1	皇朝玉玺
1680	2	1	143	1	天罡五雷大法
1681	2	1	144	1	金砖
1682	2	1	145	1	银票
1683	2	1	146	1	雷炎金沙
1684	2	1	147	1	天衣无缝 
1685	2	1	148	1	小块金犀
1686	2	1	149	1	金犀
1687	2	1	150	1	遁隐灵符
1688	2	1	151	1	菩提子
1689	2	1	152	1	秘银
1690	2	1	153	1	颜料
1691	2	11	1	100	精铁针
1692	2	11	2	100	穿骨针
1693	2	11	3	100	雷火针
1694	2	11	4	100	裂刃针
1695	2	11	5	100	镇魔针
1696	2	11	6	100	破甲针
1697	2	11	7	100	霸王针
1698	2	11	8	100	冥阴针
1699	2	11	9	100	断龙针
1700	2	1	155	5	狐皮毛
1701	2	1	156	5	白雕之蛋
1702	2	1	157	5	普通的弓
1703	2	1	158	5	天阴教地图碎片
1704	2	1	159	5	天阴密信
1705	2	1	160	5	怪异的石头
1706	2	1	161	5	鳄尾骨
1707	2	1	162	5	毒蟾蜍之涎
1708	2	1	163	5	蝎针
1709	2	1	164	5	异族挂链
1710	2	1	165	5	异族皮靴
1711	2	1	166	5	苍猿皮毛
1712	2	1	167	5	银狐丹
1713	2	1	168	5	损坏的银枪
1714	2	1	169	5	蚩火棍
1715	2	1	170	5	白鱼鳞
1716	2	1	171	5	红鱼鳞
1717	2	1	172	5	破损的夜刃
1718	2	1	173	5	武士刀
1719	2	1	174	5	武士腰带
1720	2	1	175	5	武士面罩
1721	2	1	176	5	毒蜂刺
1722	2	1	177	5	甲壳碎片
1723	2	1	178	5	火影神刀
1724	2	1	179	5	鬼头杖
1725	2	1	180	5	鳄鱼眼球
1726	2	1	181	5	神秘之斧
1727	2	1	182	5	神秘之剑
1728	2	1	183	5	灵箫
1729	2	1	184	5	灵果
1730	2	1	185	5	灵伞
1731	2	1	186	5	灵琴
1732	2	1	187	5	灵笛
