name	temp
玄慈	少林方丈
玄悲	少林僧人
玄晦	少林主持
伙工头	少林僧人
净圆	少林僧人
拜山香客	老年男
机关木人	机关人1
机关铜人	机关人2
张昀	江湖豪杰
柏翠萍	村妇1
韦应	司马光
铁甲虫	铁甲
宋军死士	宋枪兵
退任官员	老年男
佘太君	健康的余太君
相府守卫	城门卫兵
赵普	中年瘦官吏1
捕头	官府衙役
汴京车夫	中原马车船夫
镖师	邵雍
禁军	城门卫兵
礼官	紫清上人
帮派介绍人	中年瘦官吏1
萧远楼	江湖俊杰
武器店老板	中原武器店老板
寇准	沈括
店铺管理人	中原当铺老板
野叟	谪臣
幼童	童子1
舞娘	超级贵妇
铁嘴神算	游方相士
药店老板	中原药店掌柜
门派接引人	职能武林盟主1
女装店老板	老板娘
兵部侍郎	程颐
曹彬	宋将军
赵延年	教书的
男装店老板	吐蕃武器店老板
杂货店老板	吐蕃药店掌柜
酒楼老板	王安石
店小二	中原酒店小二
兵部守卫	城门卫兵
刘一斧	中原马车船夫
饰品店老板	中原玉器老板
钱庄老板	中原当铺老板
江湖人士	江湖俊杰
曹大力	丐帮门人
汴京马贩	西北男性
韩智让邻居	北方老头2
商会老板	苏轼
行脚商人	挑担的
百晓生	教书的
张猎户	驯兽师
莫大	中原铁匠师傅
武师	江湖俊杰
何秀姑	民家少女
小虎	童子3
村长	农家老头
练功木桩	木人桩2
冷大夫	中原药店掌柜
何硕举	普通少年男1
野兔	小白兔
灰兔	小灰兔
月亮兔	小黑兔
箱子	能打开的箱子
草药	藏红花
韩智让	谪臣
奇怪的书生	书生
猎户	猎户
书童	倒地书童
剑童	童子1
梁山眼线	冥偷
梁山暗贼	暗贼
梁山路匪	拦路贼
玉麒麟	玉麒麟2
刀王	剑绝
矮汉	普通武大郎
黑风剑客	枪邪
山寨小头目	流寇
名枪客	中级枪客
乌蒙部少女	苗族小姑娘1
乌蒙族人	番夷镖手
乌蒙勇士	番夷刀客
落魄的山贼	西夏将领2
辎重	能打开的箱子
粮草	破袋子
西山岗哨	岗哨
东山岗哨	岗哨
辽刀兵	金刀兵
辽枪兵	金枪兵
辽箭兵	金箭兵
灵狐	妖狐2
雪怪	雪怪1
冰怪	雪怪3
冰心女	仙女1
西夏将领	西夏将领1
拓跋其	北方男性1
陈飞扬	西夏将领3
毒药箱	能打开的箱子
唐忌	暗器房主管
唐天啸	管家
唐敖	西南男性
唐云	火器房主管
毒痴	司马光
唐春	唐门副门主
唐门姥姥	唐门掌门新
唐天海	唐门门人新
唐婉儿	唐门门人
虫怪	虫怪1
树怪	树怪1
虫怪王	虫怪2
石人	石人1
火麒麟	火麒麟1
吴越老祖	邪仙人
蓝野鬼	蓝刀鬼
叶子馨	峨嵋门人
秦凤瑶	素还真
阳月师太	峨嵋副掌门
慧音师太	峨嵋护法
仪清	峨嵋副掌门
真如师太	峨嵋掌门
物品保管人	少年女2
林婉依	李师师
慧心师太	峨嵋副掌门
仪和	峨嵋门人
镖师	王安石
酒楼老板	瘦富家老头
莫二	中原铁匠师傅
代矿工	收集商人
难民丁	坐地乞丐
成都车夫	中原马车船夫
成都太守	官员
捕头	六扇门高手2
锦娘	老板娘
难民丙	坐地乞丐
衙役	官府衙役
黄大婶	村妇3
商会老板	程颐
幼童	童女1
武师	江湖豪杰
女装店老板	中原绸缎庄老板
周善人	管家
擂台老板	丐帮门人
周郁离	民家少女
难民	坐地乞丐
难民乙	坐地乞丐
王瑾	侠女
难民甲	坐地乞丐
阿盛	村中少年
可怜的小孩	童子3
小店老板	中原酒店小二
范仲淹	谪臣
诸葛棋	书生
士兵队长	城门卫兵
士兵	城门卫兵
被符咒定住的腐尸	躺在地上的腐尸
村民的包裹	破袋子
暮雪山庄家丁	天王帮徒
集缘真人	武当副掌门
俞振生	武当副掌门
鄢茹	少年女2
紫鹤真人	武当掌门
张午阳	武当门人
明月	童子1
代剑州	武当护法
莫秋风	武当门人
剑客	枪客
刀侠	刀煞
野猪王	小黑野猪
流寇	流寇头目
望江红	藏红花
阴魂	阴魂1
张霆	江湖豪杰
腐尸	腐尸1
行尸	腐尸2
幽魂	阴魂2
地杀	刺客2
天杀	刺客1
金山掌门人	中年瘦官吏1
司马晋元	江湖俊杰
韩义	管家
古默	村中少年
襄阳车夫	中原马车船夫
千足明	时迁
古老爹	农家老头
莫三	中原铁匠师傅
刘铁匠	中原铁匠师傅
公孙书	程颐
符沂	教书的
襄阳太守	中年瘦官吏1
襄阳郡守	天王帮主
巫寅	普通少年男2
张影	江湖俊杰
镖师	张择端
莫有为	西南马车船夫
方卿	书生
王小波	憎恶
部落守卫	北方男性1
饶麟	北方男性3
萧天佑	辽国武将对话
杨业	天王帮主
宋军护卫队长	天王副帮主
东海水族	鱼怪1
东海水族士兵	鱼怪2
倭国浪人	倭寇4
倭国海盗	倭寇3
枪神	枪狂
毒蟾蜍	蟾蜍1
食人鳄	食人鳄1
天兵	天兵1
海鳄	食人鳄2
扬州车夫	中原马车船夫
杂货店老板	中原药店掌柜
孟岩	中原武器店老板
夏侯英	童子1
夏侯莲	童女1
擂台老板	中原武器店老板
男装店老板	中原武器店老板
夏侯琴	少年女1
冯彤儿	少年女3
陈敏	中原药店掌柜
金甲虫	金甲
代志强	中原当铺老板
泉州车夫	中原马车船夫
夏杰	城市流氓
商会老板	中原当铺老板
周斌举	书生
王业伟	中原当铺老板
泉州太守	中年瘦官吏1
钟放	中原铁匠师傅
镖师	江湖俊杰
百晓生	邵雍
刘管家	瘦富家老头
世外高人	谪臣
倭国刀客	倭寇1
蚩火教高手	蚩火教高手
琵琶仙子	女琵琶仙
箫仙子	女萧仙
笛仙子	女笛仙
剑仙子	女剑仙
伞仙子	女伞仙
琴仙子	女琴仙
向丝青	普通贵妇
受惊的村民	中原马车船夫
悬星洞石匠甲	采矿
空桑山猎户甲	制皮
昆吾山猎户乙	制皮
昆吾山猎户丙	制皮
昆吾山猎户丁	制皮
穆义	宋将军
轩辕谷采药人乙	采药
轩辕谷采药人丙	采药
轩辕谷采药人丁	采药
含幽谷采药人甲	采药
含幽谷采药人丁	采药
盈民村少年甲	收种
盈民村少年乙	收种
盈民村少年丙	收种
岚岳村少年丁	收种
木人桩	木人桩
大黄蜂	大黄蜂
毒蜂	毒蜂
狐狸	狐狸
银狐	银狐
饿狼	饿狼
恶狼	恶狼
蜘蛛	蜘蛛
红毛蜘蛛	红毛蜘蛛
白毛蜘蛛	白毛蜘蛛
天蝎	天蝎
海蝎	海蝎
铁甲	铁甲
金甲	金甲
老虎	老虎
白虎	白虎
灰熊	灰熊
疯熊	疯熊
蝙蝠	蝙蝠
吸血蝙蝠	吸血蝙蝠
巨猿	巨猿
突鹰	突鹰
白雕	白雕
眼睛蛇	眼睛蛇
修蛇	修蛇
黑鸦	黑鸦
白鸦	白鸦
流氓	流氓
地痞	地痞
无赖	无赖
混混	混混
山贼	山贼
浪人	浪人
刀匪	刀匪
棍匪	棍匪
枪匪	枪匪
箭匪	箭匪
草寇	草寇
莽寇	莽寇
穷寇	穷寇
流寇	流寇
鬼窃	鬼窃
冥偷	冥偷
诡盗	诡盗
暗贼	暗贼
剑客	剑客
中级剑客	中级剑客
浪剑客	浪剑客
刀客	刀客
中级刀客	中级刀客
荡刀客	荡刀客
枪客	枪客
中级枪客	中级枪客
金枪客	金枪客
飞爪	飞爪
暗弓	暗弓
铁钩	铁钩
百日箭	百日箭
千里镖	千里镖
武松	武松
鲁智深	鲁智深
恶僧	恶僧
邪僧	邪僧
明教左护法	明教左护法
明教右护法	明教右护法
番夷刀客	番夷刀客
番夷蛊师	番夷蛊师
番夷镖手	番夷镖手
恶霸	恶霸
异族武士	异族武士
异族巫师	异族巫师
异族箭手	异族箭手
外族杀手	外族杀手
外族术士	外族术士
外族强盗	外族强盗
外族弓手	外族弓手
宋枪兵	宋枪兵
宋刀兵	宋刀兵
宋箭兵	宋箭兵
宋弩兵	宋弩兵
宋盾兵	宋盾兵
金枪兵	金枪兵
金刀兵	金刀兵
金箭兵	金箭兵
金弩兵	金弩兵
金盾兵	金盾兵
刀邪	刀邪
剑邪	剑邪
枪邪	枪邪
刀狂	刀狂
剑狂	剑狂
枪狂	枪狂
刀绝	刀绝
剑绝	剑绝
枪绝	枪绝
刀煞	刀煞
剑煞	剑煞
枪煞	枪煞
骷髅刀手	骷髅刀手
骷髅枪手	骷髅枪手
骷髅箭手	骷髅箭手
厉鬼	厉鬼
怨鬼	怨鬼
恶鬼	恶鬼
宋骑兵	宋骑兵
金骑兵	金骑兵
一刀	一刀
一闪	一闪
一挑	一挑
血骷髅	血骷髅
宋江	宋江
封稀	封稀
刑天	刑天
完颜红烈	完颜红烈
兔子	兔子
狼	狼
野猪	野猪
中原药店掌柜	中原药店掌柜
西南药店掌柜	西南药店掌柜
吐蕃药店掌柜	吐蕃药店掌柜
中原酒店小二	中原酒店小二
西南酒店小二	西南酒店小二
吐蕃酒店小二	吐蕃酒店小二
中原武器店老板	中原武器店老板
西南武器店老板	西南武器店老板
吐蕃武器店老板	吐蕃武器店老板
中原玉器老板	中原玉器老板
西南玉器老板	西南玉器老板
吐蕃玉器老板	吐蕃玉器老板
中原绸缎庄老板	中原绸缎庄老板
西南绸缎庄老板	西南绸缎庄老板
绸缎庄老板	绸缎庄老板
中原马车船夫	中原马车船夫
西南马车船夫	西南马车船夫
吐蕃马车船夫	吐蕃马车船夫
中原铁匠师傅	中原铁匠师傅
西南铁匠师傅	西南铁匠师傅
吐蕃铁匠师傅	吐蕃铁匠师傅
中原当铺老板	中原当铺老板
西南当铺老板	西南当铺老板
吐蕃当铺老板	吐蕃当铺老板
中原储物柜	中原储物柜
西南储物柜	西南储物柜
吐蕃储物柜	吐蕃储物柜
张择端	张择端
邵雍	邵雍
程颐	程颐
柳永	柳永
苏轼	苏轼
王安石	王安石
中年男	中年男
谪臣	谪臣
紫清上人	紫清上人
月老	月老
司马光	司马光
老年男	老年男
官员	官员
沈括	沈括
阎罗	阎罗
黑无常	黑无常
白无常	白无常
鬼差	鬼差
赵佶	赵佶
赌徒	赌徒
青年男子	青年男子
李师师	李师师
素还真	素还真
孟婆	孟婆
老鸨	老鸨
童贯	童贯
杨顶天	杨顶天
西洋鬼子	西洋鬼子
天王帮主	天王帮主
天王副帮主	天王副帮主
天王护法	天王护法
天王帮徒	天王帮徒
少林主持	少林主持
少林方丈	少林方丈
少林首座	少林首座
少林僧人	少林僧人
唐门门主	唐门门主
唐门副门主	唐门副门主
唐门大徒弟	唐门大徒弟
唐门门人	唐门门人
五毒教主	五毒教主
五毒副教主	五毒副教主
五毒护法	五毒护法
五毒教徒	五毒教徒
峨嵋掌门	峨嵋掌门
峨嵋副掌门	峨嵋副掌门
峨嵋护法	峨嵋护法
峨嵋门人	峨嵋门人
翠烟掌门	翠烟掌门
翠烟副掌门	翠烟副掌门
翠烟护法	翠烟护法
翠烟门人	翠烟门人
丐帮掌门	丐帮掌门
丐帮副掌门	丐帮副掌门
丐帮长老	丐帮长老
丐帮门人	丐帮门人
昆仑掌门	昆仑掌门
昆仑副掌门	昆仑副掌门
昆仑护法	昆仑护法
昆仑门人	昆仑门人
武当掌门	武当掌门
武当副掌门	武当副掌门
武当护法	武当护法
武当门人	武当门人
驴	驴
老鼠	老鼠
猪	猪
狗	狗
兔子	兔子
牛	牛
鱼	鱼
山羊	山羊
鸡	鸡
鸭	鸭
小白兔	小白兔
小灰兔	小灰兔
小黑兔	小黑兔
小土狼	小土狼
小青狼	小青狼
小苍狼	小苍狼
小野猪	小野猪
小黑野猪	小黑野猪
女剑客	女剑客
女剑侠	女剑侠
女剑豪	女剑豪
女剑仙	女剑仙
女笛仙	女笛仙
女萧仙	女萧仙
女琵琶仙	女琵琶仙
女琴仙	女琴仙
女伞仙	女伞仙
马猴	马猴
苍猿	苍猿
小红刀鬼	小红刀鬼
小红叉鬼	小红叉鬼
红飞爪鬼	红飞爪鬼
小蓝刀鬼	蓝小刀鬼
小蓝叉鬼	蓝小叉鬼
蓝飞爪鬼	蓝飞爪鬼
游魂	游魂
冤魂	冤魂
孽魂	孽魂
牛头	牛头
马面	马面
持戈兵马俑	持戈兵马俑
持剑兵马俑	持剑兵马俑
持弓兵马俑	持弓兵马俑
空手兵马俑	空手兵马俑
幻武刀者	幻武刀者
幻武剑者	幻武剑者
幻武枪者	幻武枪者
幻武弓者	幻武弓者
持弓猎户	持弓猎户
持叉猎户	持叉猎户
李逵	李逵
预留	预留
预留	预留
神秘黑衣人	神秘黑衣人
莽夫	莽夫
山贼头目	山贼头目
药王	药王
大内高手	大内高手
武林盟主	武林盟主
预留	预留
黄虎王	黄虎王
白虎王	白虎王
矮胖武大郎	矮胖武大郎
普通武大郎	普通武大郎
预留	预留
冰女	冰女
泼妇母夜叉	泼妇母夜叉
泼妇河东狮	泼妇河东狮
普通泼妇	普通泼妇
预留	预留
憎恶	憎恶
预留	预留
预留	预留
邪仙人	邪仙人
夜叉鸦	夜叉鸦
鬼将军	鬼将军
木人	木人
铜人	铜人
恶吏	恶吏
捕快	捕快
密探	密探
剑魂	剑魂
娃娃杀手	娃娃杀手
车轮霸王	车轮霸王
血爪	血爪
荒漠刀客	荒漠刀客
预留	预留
药王	药王
城门卫兵	城门卫兵
城市流氓	城市流氓
官府衙役	官府衙役
超级泼妇	超级泼妇
江湖俊杰	江湖俊杰
江湖豪杰	江湖豪杰
西南苗人	西南苗人
苗族少女	苗族少女
蓝刀鬼	蓝刀鬼
辽国武将对话	辽国武将对话
辽国武将	辽国武将
坐地乞丐	坐地乞丐
游方相士	游方相士
管家	管家
明教教主	明教教主
明教圣女	明教圣女
明教护法	明教护法
明教弟子	明教弟子
收集商人	收集商人
游方医生	游方医生
御厨	御厨
云游道人	云游道人
驯兽师	驯兽师
礼仪老师	礼仪老师
剃头师父	剃头师父
武林盟传人	武林盟传人
公告栏	公告栏
瘦富家老头	瘦富家老头
书生	书生
健康的余太君	健康的余太君
超级贵妇	超级贵妇
普通贵妇	普通贵妇
习武大小姐	习武大小姐
侠女	侠女
农家老头	农家老头
村中少年	村中少年
农家老太	农家老太
民家少女	民家少女
教书的	教书的
挑担的	挑担的
卖货的	卖货的
糖葫芦	糖葫芦
老板娘	老板娘
渔民	渔民
宋将军	宋将军
宋江	宋江
唐门掌门新	唐门掌门新
暗器房主管	暗器房主管
火器房主管	火器房主管
唐门门人新	唐门门人新
昆仑掌门新	昆仑掌门新
昆仑副掌门新	昆仑副掌门新
昆仑长老新	昆仑长老新
昆仑门人新	昆仑门人新
五毒掌门新	五毒掌门新
北方将军	北方将军
西南男性	西南男性
西南女性	西南女性
西北男性	西北男性
西北女性	西北女性
传教士	传教士
西洋贵妇	西洋贵妇
波斯商人	波斯商人
波斯舞伎	波斯舞伎
切换	切换
瀑布	瀑布
林间鸟叫	林间鸟叫
河水	河水
箱子	箱子
山羊	山羊
小老虎	小老虎
小熊	小熊
猎户	猎户
暮雪剑客	暮雪剑客
暮雪枪客	暮雪枪客
拦路贼	拦路贼
时迁	时迁
藏红花	藏红花
桔梗	桔梗
田七	田七
能打开的箱子	能打开的箱子
破袋子	破袋子
躺在地上的腐尸	躺在地上的腐尸
官差	官差
官兵	官兵
王伦	王伦
二混	二混
梁中书	梁中书
高逑	高逑
宋河	宋河
李鬼	李鬼
夏无离	夏无离
陆风	陆风
信使	信使
流寇头目	流寇头目
竹叶青	竹叶青
大野猪	大野猪
流浪汉	流浪汉
恶吏爪牙	恶吏爪牙
玄武剑阵	玄武剑阵
玄武剑阵(招)	玄武剑阵(招)
看门天问	天问
透明人	透明人
插剑的石台	插剑的石台
蚩火刀客	蚩火刀客
天阴武士	天阴武士
天阴箭手	天阴箭手
天阴杀手	天阴杀手
蚩火蛊师	蚩火蛊师
蚩火教徒	蚩火教徒
蚩火教高手	蚩火教高手
章伟刚	章伟刚
姚立诚	姚立诚
雷胜尸体	雷胜尸体
雷胜护卫尸体	雷胜护卫尸体
倒地书童	倒地书童
九头金凤	九头金凤
萧寒	萧寒
九尾银狐	九尾银狐
野利霸岩	野利霸岩
毒药箱	毒药箱
岗哨	岗哨
粮草辎重	粮草辎重
西夏咒师	西夏咒师
采矿	采矿
伐木	伐木
抽丝	抽丝
采药	采药
制皮	制皮
收种	收种
宋万	宋万
李立	李立
顾大嫂	顾大嫂
箱子钱	箱子钱
箱子经验	箱子经验
箱子物品中	箱子物品中
箱子物品高	箱子物品高
天罗地网网子	天罗地网网子
客户端树桩	客户端树桩
血咒祭坛	血咒祭坛
坟墓	坟墓
泥人	泥人
甑子丹	甑子丹
赵有德	赵有德
田不光	田不光
唐峰	唐峰
唐礼	唐礼
蒙面人	蒙面人
田不光	田不光
窃贼头目	窃贼头目
天阴杀手头领	天阴杀手头领
明智和尚	明智和尚
法正	法正
乌盟部祭祀	乌盟部祭祀
流氓大牛	流氓大牛
无赖李三	无赖李三
葡国女巫	葡国女巫
九尾妖狐	九尾妖狐
武二	武二
张杨	张杨
剑狂	剑狂
紫虚道长	紫虚道长
唐肥	唐肥
百年尸妖	百年尸妖
萧霸	萧霸
歹徒	歹徒
歹徒头目	歹徒头目
上古火麒麟	上古火麒麟
鱼怪头目	鱼怪头目
伏牛山大王	伏牛山大王
泰宏绝的尸体	泰宏绝的尸体
蚩火教徒的尸体	蚩火教徒的尸体
木柱	木柱
剑台对话	剑台对话
盘龙柱	盘龙柱
低级藏剑护院	低级藏剑护院
中级藏剑护院	中级藏剑护院
高级藏剑护院	高级藏剑护院
低级老女仆	低级老女仆
中级老女仆	中级老女仆
高级老女仆	高级老女仆
低级铜剑护卫	低级铜剑护卫
中级铜剑护卫	中级铜剑护卫
高级铜剑护卫	高级铜剑护卫
低级银剑护卫	低级银剑护卫
中级银剑护卫	中级银剑护卫
高级银剑护卫	高级银剑护卫
低级金剑护卫	低级金剑护卫
中级金剑护卫	中级金剑护卫
高级金剑护卫	高级金剑护卫
低级圣剑护卫	低级圣剑护卫
中级圣剑护卫	中级圣剑护卫
高级圣剑护卫	高级圣剑护卫
低级天剑护卫	低级天剑护卫
中级天剑护卫	中级天剑护卫
高级天剑护卫	高级天剑护卫
低级魔剑之魂	低级魔剑之魂
中级魔剑之魂	中级魔剑之魂
高级魔剑之魂	高级魔剑之魂
低级万剑之魂	低级万剑之魂
中级万剑之魂	中级万剑之魂
高级万剑之魂	高级万剑之魂
低级剑魔之徒	低级剑魔之徒
中级剑魔之徒	中级剑魔之徒
高级剑魔之徒	高级剑魔之徒
低级燃命剑魂	低级燃命剑魂
中级燃命剑魂	中级燃命剑魂
高级燃命剑魂	高级燃命剑魂
北绿林山贼	北绿林山贼
北绿林山大王	北绿林山大王
心腹密探	心腹密探
绿林高手	绿林高手
幻影武士	幻影武士
枪神赢天	枪神赢天
枪神赢天？	枪神赢天？
冷香菱	冷香菱
修罗恶鬼	修罗恶鬼
鹰戈部落武师	鹰戈部落武师
德夷部落武师	德夷部落武师
伊达部落武师	伊达部落武师
敖狄部落武师	敖狄部落武师
鄂罗部落武师	鄂罗部落武师
法岚部落武师	法岚部落武师
梅利部落武师	梅利部落武师
伊本部落武师	伊本部落武师
西摩	西摩
倭寇	倭寇
倭寇士兵	倭寇士兵
倭寇水兵	倭寇水兵
倭寇陆兵	倭寇陆兵
倭寇武士	倭寇武士
内院总管对话	内院总管对话
剑魂对话	剑魂对话
透明人打不动	透明人打不动
马王	马王
杨业	杨业
杨延昭	杨延昭
杨排风	杨排风
杨宗保	杨宗保
穆桂英	穆桂英
大表姐	大表姐
二表姐	二表姐
三表姐	三表姐
四表姐	四表姐
五表姐	五表姐
大圣诞树	大圣诞树
中圣诞树	中圣诞树
小圣诞树	小圣诞树
礼品圣诞树	礼品圣诞树
特大圣诞树	特大圣诞树
镖旗对话	镖旗对话
镖旗战斗	镖旗战斗
大年兽	大年兽
小年兽	小年兽
毒甲虫	毒甲虫
毒蜈蚣	毒蜈蚣
小毒蜂	小毒蜂
毒蚊	毒蚊
剧毒食人草	剧毒食人草
毒蜥	毒蜥
蚩火黑教徒	蚩火黑教徒
蚩火白教徒	蚩火白教徒
蚩火赤教徒	蚩火赤教徒
蚩火使者	蚩火使者
毒蝠	毒蝠
蚩火护法	蚩火护法
啼血鸦	啼血鸦
苗岭巡寨	苗岭巡寨
苗岭野牦牛	苗岭野牦牛
苗岭护印	苗岭护印
苗岭夫人	苗岭夫人
苗岭土司	苗岭土司
白头雕	白头雕
子夜虎	子夜虎
傀儡人	傀儡人
蚩火长老	蚩火长老
蚩火坛主	蚩火坛主
黑猩猩	黑猩猩
野毛象	野毛象
叛军巡逻	叛军巡逻
叛军卫兵	叛军卫兵
叛军武士	叛军武士
千寻武僧	千寻武僧
千寻法僧	千寻法僧
摩尼僧	摩尼僧
陀罗尼僧	陀罗尼僧
持刀护卫	持刀护卫
持矛护卫	持矛护卫
蚩火妖妇	蚩火妖妇
血鳞毒蟒	血鳞毒蟒
腐骨毒人	腐骨毒人
驭毒阴姬	驭毒阴姬
半蝶人	半蝶人
狱火人	狱火人
蚩火大护法	蚩火大护法
苗岭勇士	苗岭勇士
苗岭力士	苗岭力士
苗岭首领	苗岭首领
狱火狂人	狱火狂人
迦楼罗	迦楼罗
蚩火大长老	蚩火大长老
蚩火教总坛主	蚩火教总坛主
阿修罗	阿修罗
摩呼罗迦	摩呼罗迦
段承恩	段承恩
大理二皇子	大理二皇子
护卫队长	护卫队长
乾达婆	乾达婆
千寻衲师	千寻衲师
紧那罗	紧那罗
龙象法僧	龙象法僧
大理三皇子	大理三皇子
玫瑰花红	玫瑰花红
玫瑰花黄	玫瑰花黄
玫瑰花粉	玫瑰花粉
玫瑰花小苗	玫瑰花小苗
玫瑰花苗	玫瑰花苗
玫瑰花骨朵	玫瑰花骨朵
鬼蜮姥姥	鬼蜮姥姥
董迦明	董迦明
马贼头目	马贼头目
马贼喽啰	马贼喽啰
经验兔子	经验兔子
宝石兔子	宝石兔子
经验凤凰	经验凤凰
宝石凤凰	宝石凤凰
经验火麒麟	经验火麒麟
宝石火麒麟	宝石火麒麟
经验食人花	经验食人花
宝石食人花	宝石食人花
经验牦牛	经验牦牛
宝石牦牛	宝石牦牛
经验琴仙子	经验琴仙子
宝石琴仙子	宝石琴仙子
多蜜花果树小	多蜜花果树小
多蜜花果树中	多蜜花果树中
多蜜花果树大	多蜜花果树大
北绿林令	北绿林令
逐影枪	逐影枪
绝情石	绝情石
外院总管腰牌	外院总管腰牌
内院总管腰牌	内院总管腰牌
越女剑	越女剑
庄主金印	庄主金印
长老指环	长老指环
装备兔子	装备兔子
装备凤凰	装备凤凰
装备火麒麟	装备火麒麟
装备食人花	装备食人花
装备牦牛	装备牦牛
装备琴仙子	装备琴仙子
跟随小年兽	跟随小年兽
跟随小白兔	跟随小白兔
跟随马猴	跟随马猴
跟随小野猪	跟随小野猪
跟随白头雕	跟随白头雕
跟随子夜虎	跟随子夜虎
跟随黑猩猩	跟随黑猩猩
跟随夜叉鸦	跟随夜叉鸦
跟随剑魂	跟随剑魂
牛郎	牛郎
织女	织女
喜鹊	喜鹊
轿子	轿子
酒席	酒席
媒婆	媒婆
喜娘	喜娘
商人	商人
鼓手	鼓手
唢呐手	唢呐手
喜鹊右	喜鹊右
喜鹊左	喜鹊左
昆仑奴	昆仑奴
裴航	裴航
柳毅	柳毅
红线	红线
沙漠狂刀贺景胜	沙漠狂刀贺景胜
伙头军聂大锤	伙头军聂大锤
步非烟	步非烟
昆仑奴留下的箱子	昆仑奴留下的箱子
裴航留下的箱子	裴航留下的箱子
柳毅留下的箱子	柳毅留下的箱子
红线留下的箱子	红线留下的箱子
贺景胜的铁箱子	贺景胜的铁箱子
聂大锤的铁箱子	聂大锤的铁箱子
步非烟的百宝箱	步非烟的百宝箱
刘铁匠	刘铁匠
夏天	夏天
阿松	阿松
阿为	阿为
铁羊	铁羊
阴铭	阴铭
猴盾	猴盾
趴趴熊	趴趴熊
光无极	光无极
小刘铁匠	小刘铁匠
小夏天	小夏天
小阿松	小阿松
小阿为	小阿为
小铁羊	小铁羊
小阴铭	小阴铭
小猴盾	小猴盾
小趴趴熊	小趴趴熊
小光无极	小光无极
冲天浪	冲天浪
傀儡毒人	傀儡人
玉蜂	大黄蜂
夜啼血鸦	啼血鸦
毒蜘蛛	蜘蛛
巨毒蜥	毒蜥
叛军卫士	叛军卫兵
眼镜蛇	眼睛蛇
血骷髅	厉鬼
青书	青书
玄真	玄真
杨延德	杨延德
慧明	慧明
唐喜	唐喜
黄正一	黄正一
古墨	古墨
高手的包裹	高手的包裹
兔小丫	兔小丫
西北壮汉	西北壮汉
西北烟汉	西北烟汉
一品堂密使	一品堂密使
关外高手	关外高手
一品堂暗杀使	一品堂暗杀使
盗墓人	盗墓人
西夏武士	西夏武士
西夏勇士	西夏勇士
药人	药人
树人	树人
沙漠行者	沙漠行者
夺宝人	夺宝人
春十三娘	春十三娘
非常道人	非常道人
古阳兽	古阳兽
虬须客	虬须客
独臂	独臂
残腿	残腿
兵马俑领军	兵马俑领军
镇墓兽	镇墓兽
镇墓领军	镇墓领军
西夏法王	西夏法王
药人首领	药人首领
独行老驼	独行老驼
五行使金	五行使金
五行使木	五行使木
五行使水	五行使水
五行使火	五行使火
五行使土	五行使土
幻象原形	幻象原形
血魔人	血魔人
爪王	爪王
药人草	药人草
秦不智	秦不智
陈不为	陈不为
马不前	马不前
王不凡	王不凡
昆仑男弟子	昆仑男弟子
烈阳根灰	烈阳根灰
烈阳根黄	烈阳根黄
