ID	Name	MaxLevel	Faction	Route	Series	ExtraSeries	Type	Style1	Style2	DamageType	TargetType	WeaponLimit	HorseLimit	MoveType	CastInCity	CastInLeftKey	UseAR	Retrusive	FormerSkillID	FollowingSkillID	FollowingSkillBurstMode	FollowingSkillTargetType	NextSkillID	NextSkillWaitTime	MissleID	MissleWaitTime	SubSkill1ID	SubSkill2ID	PoisonFlag	PoisonSeries	MisslesForm	MissleReferenceFrame	MissleGenerateOrder	MissleRelativePosType	MissleGenerateData	MissleClientOnly	MissleStopWhenMove	ValidObject	UseRange	EffectRadius	BurstTime	BurstSpeed	AnkyloseTime	AnkyloseSpeed	MissleNum	LvlSetScript	LevelUpScript	DefaultAttrib1	DefaultValue1	DefaultAttrib2	DefaultValue2	DefaultAttrib3	DefaultValue3	DefaultAttrib4	DefaultValue4	PersistTimeEnhanceCoefficient	PersistTimeUpperLimitSec	SpecialStateLimit
11	枪普通攻击	1	0	0	7		-1	0	2	0	2	64	0		0	1	1	1							73	6					1	1	2					456	144	1	17	100			1	\script\skill\普通攻击\普通攻击.lua		skill_interrupt_rate	10									
12	弓箭普通攻击	1	0	0	7		-1	0	2	0	2	16	0		0	1	1	1							110	6					1		2					456	600	1	17	100			1	\script\skill\普通攻击\普通攻击.lua		skill_interrupt_rate	10	cost_goods_id	983050	cost_goods_num	1					
13	双刀普通攻击	1	0	0	7		-1	0	2	0	2	128	1		0	1	1	1							71	6					1	1	2					456	96	1	17	100			1	\script\skill\普通攻击\普通攻击.lua		skill_interrupt_rate	10									
14	爪普通攻击	1	0	0	7		-1	0	2	0	2	2048	1		0	1	1	1							72	6					1	1	2					456	96	1	17	100			1	\script\skill\普通攻击\普通攻击.lua		skill_interrupt_rate	10									
15	灵枝普通攻击	1	0	0	7		-1	0	2	0	2	8192	1		0	1	1	1							72	6					1	1	2					456	112	1	17	100			1	\script\skill\普通攻击\普通攻击.lua		skill_interrupt_rate	10									
16	笛普通攻击	1	0	0	7		-1	0	2	0	2	4096	1		0	1	1	1							72	6					1	1	2					456	112	1	17	100			1	\script\skill\普通攻击\普通攻击.lua		skill_interrupt_rate	10									
17							4																																																			
18							4																																																			
19	打坐						6								1																							2																				
20	轻功						7				1		1		1																							2	600		8	30	8	20				cost_stamina_point_pk	5	skill_cast_interval	9							
21	混元一气功	10	1	2	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\少林俗家\混元一气功.lua												
22	少林刀法	10	1	2	0		3	14	1		0	8	0		1	0	0	0																				2								\script\skill\少林俗家\少林刀法.lua												
23	少林棍法	10	1	2	0		3	14	1		0	32	0		1	0	0	0																				2								\script\skill\少林俗家\少林棍法.lua												
24	斩魔刀法	5	1	2	7		1	0	2	0	2	40	1		0	1	1	1							56	12	160				1	1	2					456	96	1	18	100			1	\script\skill\少林俗家\斩魔刀法.lua		skill_cast_interval	18	skill_interrupt_rate	-55							
25	封魔棍法	5	1	2	7		1	0	2	0	2	40	1		0	1	1	1							57	12	162				1	1	2					456	300	1	18	100			1	\script\skill\少林俗家\封魔棍法.lua		skill_cast_interval	18	skill_interrupt_rate	-55							
26	金钟罩	10	1	2	0		2	10	0		0	40	1		1	0	0	0								36	165											2	9999	1	37	100				\script\skill\少林俗家\金钟罩.lua		skill_interrupt_rate	10	skill_cast_interval	1080							
27	燃木刀法	7	1	2	1		1	1	2	0	2	40	1		0	0	1	1							49	12	166				1	0	2					456	300	1	18	100			1	\script\skill\少林俗家\燃木刀法.lua		skill_cast_interval	54	skill_interrupt_rate	-55							
28	无常棍法	7	1	2	7		1	1	2	0	2	40	1		0	0	1	1							58	12	168				1	1	2					456	300	1	18	100			1	\script\skill\少林俗家\无常棍法.lua		skill_cast_interval	54	skill_interrupt_rate	-55							
29	舍身诀	6	1	2	7		20	1	2	0	1	40	1		0	0	0	1									170											456	600	3	54	-100				\script\skill\少林俗家\舍身诀.lua		skill_cast_interval	270	skill_interrupt_rate	-55							
30	大乘如来心法	10	1	2	0		3	14	1		0	40	0		1	0	0	0																				2								\script\skill\少林俗家\大乘如来心法.lua												
31	达摩武经	7	1	2	7		1	2	2	0	2	40	1		0	0	1	1					172	18	59	6					1	1	2					456	128	1	36	133			1	\script\skill\少林俗家\达摩武经.lua		skill_cast_interval	108	skill_interrupt_rate	-55							
32	易筋经	20	1	2	7		1	3	2	0	1	40	1		0	0	0	0					500	17	133	18					2		5					456	600	1	181	100			3	\script\skill\少林俗家\易筋经.lua		skill_interrupt_rate	-500									
33	少林罗汉功	10	1	4	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\少林武僧\少林罗汉功.lua												
34	七宝神照心法	10	1	4	0		2	8	1		0	1	1		1	0	0	0								18	176											2	9999	1	20	-200				\script\skill\少林武僧\七宝神照心法.lua		skill_interrupt_rate	-55									
35	罗汉拳	7	1	4	7		1	4	2	1	2	1	1		0	1	1	1					177	9	45	4					1	1	2		5			456	144	1	27	150				\script\skill\少林武僧\罗汉拳.lua		cost_gas_point	1	skill_cast_effect_time	3	skill_interrupt_rate	-55					
36	迦叶腿	7	1	4	7		1	4	2	1	2	1	1		0	1	1	1					179	9	75	3					1	1	2		4			456	160	1	27	150				\script\skill\少林武僧\迦叶腿.lua		cost_gas_point	1	skill_cast_effect_time	3	skill_interrupt_rate	-55					
37	慧眼咒	6	1	4	0		2	8	1		0	1	1		1	0	0	0								18	181											2	9999	1	19	100				\script\skill\少林武僧\慧眼咒.lua		skill_interrupt_rate	10	cost_gas_point	2	skill_cast_interval	1080	skill_interrupt_rate	-55			
38	韦陀拳	9	1	4	7		1	5	2	1	2	1	1		0	0	1	1	35876				182	15	46	3					1	1	2		5			456	96	1	36	133				\script\skill\少林武僧\韦陀拳.lua		cost_gas_point	2	skill_cast_effect_time	2	skill_interrupt_rate	-55					
39	文殊出云腿	9	1	4	7		1	5	2	1	2	1	1		0	0	1	1	35876				184	6	76	2					1	1	2		3			456	96	1	27	100				\script\skill\少林武僧\文殊出云腿.lua		cost_gas_point	2	skill_cast_effect_time	2	skill_interrupt_rate	-55					
40	罗汉阵	6	1	4	0		15	8	1			1	1		0	0	0	0																				6	9999	15	19	100				\script\skill\少林武僧\罗汉阵.lua												
41	大须弥掌	7	1	4	7		1	6	2	1	2	1	1		0	0	1	1	38						48	10	186	187			1	1	2					456	96	1	11	100			1	\script\skill\少林武僧\大须弥掌.lua		cost_gas_point	2	skill_cast_effect_time	2	skill_interrupt_rate	-55					
42	无影脚	9	1	4	7		1	6	2	1	2	1	1		0	0	1	1	38951				188	12	55	5					1	1	2		1			456	96	1	18	100				\script\skill\少林武僧\无影脚.lua		cost_gas_point	3	skill_cast_effect_time	2	skill_interrupt_rate	-55					
43	少林龙爪手	7	1	4	0		2	8	0		0	1	1		1	0	0	0								34												2	9999	1	36	-200				\script\skill\少林武僧\少林龙爪手.lua		skill_cast_interval	1080									
44	如来神掌	20	1	4	7		1	7	2	1	1	1	1	2	0	0	0	0		519	1				138	6					2		3		3			456	600	1	108	100				\script\skill\少林武僧\如来神掌.lua		skill_interrupt_rate	-500									
45	少林禅圆功	10	1	3	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\少林禅僧\少林禅圆功.lua												
46	伏虎气功	7	1	3	0		1	4	2	1	2	256	1		0	1	1	0							4	11	195				1		2		2			456	600	1		100			1	\script\skill\少林禅僧\伏虎气功.lua		skill_interrupt_rate	-55									
47	少林修心法	6	1	3	0		3	14	1		0	256	0		1	0	0	0																				2								\script\skill\少林禅僧\少林修心法.lua												
48	五转指	10	1	3	0		2	10	1		0	256	1		1	0	0	0								36	197											206	500	1	37	200				\script\skill\少林禅僧\五转指.lua		skill_interrupt_rate	10	skill_cast_interval	180	cost_goods_id	4	cost_goods_num	1			
49	破魔咒	8	1	3	0		2	11	1		0	256	1		0	0	0	0								36	198											264	500	1	37	133				\script\skill\少林禅僧\破魔咒.lua		skill_interrupt_rate	10	skill_cast_interval	180	cost_goods_id	12	cost_goods_num	1			
50	金刚不坏	10	1	3	0		2	10	0		0	256	1		1	0	0	0								36	200											2	9999	1	37	100				\script\skill\少林禅僧\金刚不坏.lua		skill_interrupt_rate	10	skill_cast_interval	1080							
51	因陀罗雷印破	8	1	3	5		1	5	2	1	2	256	1		0	0	0	0							5	36	201				1	1	2					456	600	1	48	133			1	\script\skill\少林禅僧\因陀罗雷印破.lua		skill_interrupt_rate	25									
52	袈裟伏魔神通	8	1	3	0		1	5	2	1	2	256	1		0	0	0	0							6	27	202				1		2					456	600	1	60	400			1	\script\skill\少林禅僧\袈裟伏魔神通.lua		skill_interrupt_rate	25	skill_cast_interval	108							
53	无相神功	6	1	3	0		2	10	1		0	256	1		1	0	0	0								54	204											6	500	1	55	600			1	\script\skill\少林禅僧\无相神功.lua		skill_interrupt_rate	25	skill_cast_interval	2160	cost_goods_id	4	cost_goods_num	1			
54	狮子吼	5	1	3	0		1	6	2	1	1	256	1		0	0	0	0							41	54	206	207			1	0	2					456	9999	1	65	600			1	\script\skill\少林禅僧\狮子吼.lua		skill_cast_interval	360	skill_interrupt_rate	10							
55	不动明王咒	7	1	3	6		1	9	2	1	1	256	1		0	0	0	0							42	9	208	209			1	1	2					456	500	1	18	100			1	\script\skill\少林禅僧\不动明王咒.lua		skill_interrupt_rate	10	skill_cast_interval	540	cost_goods_id	12	cost_goods_num	1			
56	大力金刚指	7	1	3	0		1	6	2	1	2	256	1		0	0	0	0							40	72	210	211			1	1	2					456	600	1	73	133			1	\script\skill\少林禅僧\大力金刚指.lua		skill_interrupt_rate	25									
57	洗髓经	20	1	3	7		1	7	2	1	1	256	1		0	0	0	0					520	1	140	18					1	1	2		18			456	600	1	271	100			15	\script\skill\少林禅僧\洗髓经.lua		skill_interrupt_rate	-500									
58	唐门暗器	10	5	6	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\唐门\唐门暗器.lua												
59	暗器制作术	9	5	6	0		18	8	2		1	-1	1		1	0										180															181	-100				\script\skill\唐门\暗器制作术.lua		skill_interrupt_rate	100									
60	心眼	7	5	6	0		2	8	1		0	2	1		1	0	0	0								18	212											2	9999	1	19	100				\script\skill\唐门\心眼.lua		skill_cast_interval	1080	skill_interrupt_rate	10							
61	毒刺骨	7	5	6	0		8	13	1	2	1	2	1		0	0	0	0							38	36			1		1	1	2					456	32	1	37	-200			1	\script\skill\唐门\毒刺骨.lua		skill_interrupt_rate	50	cost_goods_id	6	cost_goods_num	1					
62	解毒秘术	5	5	6	0		2	12	2		0	2	1		1	0	0	0								18												2	500	1	19	200				\script\skill\唐门\解毒秘术.lua		skill_interrupt_rate	10	skill_cast_interval	18							
63	勾魂阱	6	5	6	0		8	13	1		1	2	1		0	0	0	0							62	36			1		1	1	2					456	32	1	37	-200			1	\script\skill\唐门\勾魂阱.lua		skill_interrupt_rate	50	cost_goods_id	6	cost_goods_num	1					
64	机关破解术	6	5	6	0		9	10	2		3	2	1		0	0	0	0								36													200	1	37	150				\script\skill\唐门\机关破解术.lua		skill_interrupt_rate	10	cost_goods_id	6	cost_goods_num	-1					
65	追心箭	6	5	6	7		1	1	2	0	2	2	1		0	1	1	0					213	6	31	3			1		1		2		3			456	600	1	27	100				\script\skill\唐门\追心箭.lua		skill_cast_interval	18	cost_goods_id	720896	cost_goods_num	1	skill_interrupt_rate	-55			
66	秋毫明查	6	5	6	0		2	10	1		0	2	1		1	0	0	0								36												2	9999	1	37	100				\script\skill\唐门\秋毫明查.lua		skill_interrupt_rate	10	skill_cast_interval	3240							
67	穿心刺	7	5	6	0		8	13	1	2	1	2	1		0	0	0	0							63	36			1		1	1	2					456	32	1	37	-200			1	\script\skill\唐门\穿心刺.lua		skill_interrupt_rate	50	cost_goods_id	6	cost_goods_num	1					
68	淬毒秘术	5	5	6	0		2	8	0		0	2	1		1	0	0	0								54			1									6	500	1	55	100				\script\skill\唐门\淬毒秘术.lua		skill_interrupt_rate	10	skill_cast_interval	180							
69	夺魄幡	6	5	6	0		8	13	1		1	2	1		0	0	0	0							64	36			1		1	1	2					456	32	1	37	-200			1	\script\skill\唐门\夺魄幡.lua		skill_interrupt_rate	50	cost_goods_id	6	cost_goods_num	1					
70	暴雨梨花针	7	5	6	7		1	2	2	0	1	2	1		0	0	1	0					215	14	33	4			1		2		2		1			456	600	1	27	100			4	\script\skill\唐门\暴雨梨花针.lua		skill_cast_interval	72	cost_goods_id	720896	cost_goods_num	1	skill_interrupt_rate	-55			
71	含沙射影	6	5	6	0		2	10	1		0	2	1		1	0	0	0								36	344	345										2	9999	1	37	400				\script\skill\唐门\含沙射影.lua		skill_cast_interval	1080	skill_interrupt_rate	-500					250	30	
72	锁命针	7	5	6	0		8	13	1	2	1	2	1		0	0	0	0							65	36			1		1	1	2					456	32	1	37	-200			1	\script\skill\唐门\锁命针.lua		skill_interrupt_rate	25	cost_goods_id	6	cost_goods_num	1					
73	满天花雨	7	5	6	7		1	2	2	0	1	2	1		0	0	1	0							36	27	301	303	1		4	1	2		2			456	600	1	35	100			9	\script\skill\唐门\满天花雨.lua		skill_interrupt_rate	25	skill_cast_interval	108	cost_goods_id	720896	cost_goods_num	1			
74	吸星阵	20	5	6	7		1	3	2	0	1	2	1		0	0	0	0							141	54			1		2	3	5					456	600	1	55	100			5	\script\skill\唐门\吸星阵.lua		skill_interrupt_rate	-500									
75	玉女心经	10	7	8	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\峨嵋出家\玉女心经.lua												
76	观音诀	6	7	8	0		2	12	2	1	0	4	1		1	0	0	0								18	219											270	500	1	19	100				\script\skill\峨嵋出家\观音诀.lua		skill_interrupt_rate	-55									
77	峨嵋佛意	5	7	8	0		3	14	1		0	4	0		1	0	0	0																				2								\script\skill\峨嵋出家\峨嵋佛意.lua												
78	玉女剑法	7	7	8	0		1	4	2	1	2	4	1		0	1	1	0							7	11	220				1		2		7			456	600	1	19	100			1	\script\skill\峨嵋出家\玉女剑法.lua		skill_interrupt_rate	-55									
79	渡元诀	6	7	8	0		2	12	1		0	4	1		1	0	0	0								27	221											6	450	1	28	100				\script\skill\峨嵋出家\渡元诀.lua		skill_interrupt_rate	10	skill_cast_interval	72							
80	佛光普照	5	7	8	0		15	10	1			4	1		0	0	0	0																				6	9999	19	45	100				\script\skill\峨嵋出家\佛光普照.lua												
81	莲华心经	8	7	8	0		2	8	1		0	4	1		1	0	0	0								27	222											6	450	1	37	100				\script\skill\峨嵋出家\莲华心经.lua		skill_interrupt_rate	10	skill_cast_interval	270							
82	清音梵唱	7	7	8	0		2	12	1	1	0	4	1		0	0	0	0								18	224											6	450	1	19	134				\script\skill\峨嵋出家\清音梵唱.lua		skill_interrupt_rate	10	skill_cast_interval	270							
83	流水诀	9	7	8	0		1	8	1	1	1	4	1		1	0	0	0							132	27	225				1	1	2					6	450	1	37	100			1	\script\skill\峨嵋出家\流水诀.lua		skill_interrupt_rate	10	skill_cast_interval	180							
84	普济众生	6	7	8	0		1	12	1	1	1	4	1		1	0	0	0							52	36	226				1	1	2					270	500	1	37	200			1	\script\skill\峨嵋出家\普济众生.lua		skill_interrupt_rate	10	skill_cast_interval	72							
85	不灭心法	5	7	8	0		1	10	1	1	1	4	1		1	0	0	0							119	36	227	228			1	1	2					6	450	1	37	100			1	\script\skill\峨嵋出家\不灭心法.lua		skill_interrupt_rate	10	skill_cast_interval	270							
86	佛光战气	6	7	8	0		1	8	1	1	1	4	1		1	0	0	0							53	54	230	231			1	1	2					6	500	1	55	100			1	\script\skill\峨嵋出家\佛光战气.lua		skill_interrupt_rate	10	skill_cast_interval	270							
87	佛音战意	6	7	8	0		1	8	1	1	1	4	1		1	0	0	0							54	54	232	233			1	1	2					6	500	1	55	100			1	\script\skill\峨嵋出家\佛音战意.lua		skill_interrupt_rate	10	skill_cast_interval	270							
88	大慈大悲咒	7	7	8	0		2	12	1		0	4	1		1	0	0	0								45	342	343										16	450	1	54	100				\script\skill\峨嵋出家\大慈大悲咒.lua		skill_interrupt_rate	10	skill_cast_interval	540	cost_goods_id	7	cost_goods_num	1			
89	万相神功	20	7	8	7		2	7	1	1	0	4	1		0	0	0	0								36												2	9999	1	37	100				\script\skill\峨嵋出家\万相神功.lua		skill_interrupt_rate	-500									
90	望月心法	10	7	9	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\峨嵋俗家\望月心法.lua												
91	随意曲	7	7	9	7		10	4	2	1	1	1024	1		0	0	0	0					333	36	37	20					2		3		4			456	9999	1	270	100			4	\script\skill\峨嵋俗家\随意曲.lua		skill_interrupt_rate	10	skill_cast_interval	90							
92	曲艺精通	9	7	9	0		3	14	1		0	1024	0		1	0	0	0																				2								\script\skill\峨嵋俗家\曲艺精通.lua												
93	月蚀曲	8	7	9	0		10	9	2	1	1	1024	1		0	0	0	0					313	18	80	18	314				1		2					456	9999	1	252	100			1	\script\skill\峨嵋俗家\月蚀曲.lua		skill_interrupt_rate	10	skill_cast_interval	90							
94	断水心法	6	7	9	0		11	10	2		0	1024	1		0	0	0	0								18	315											74	600	1	19	100				\script\skill\峨嵋俗家\断水心法.lua		skill_cast_interval	90									
95	静夜思	6	7	9	0		10	9	2		1	1024	1		0	0	0	0					316	18	81	18	317				1		2					456	9999	1	270	100			1	\script\skill\峨嵋俗家\静夜思.lua		skill_interrupt_rate	10	skill_cast_interval	180							
96	余音绕梁功	5	7	9	0		3	14	1		0	1024	1		1	0	0	0																				2								\script\skill\峨嵋俗家\余音绕梁功.lua												
97	阳关三叠	6	7	9	0		10	11	2		1	1024	1		0	0	0	0					318	18	82	18	319				1		2					456	9999	1	270	100			1	\script\skill\峨嵋俗家\阳关三叠.lua		skill_interrupt_rate	10	skill_cast_interval	180							
98	覆水心法	6	7	9	0		12	10	2		1	1024	1		0	0	0	0								1	320											2	9999	1	5	100				\script\skill\峨嵋俗家\覆水心法.lua		skill_cast_interval	270									
99	焚琴煮鹤诀	7	7	9	7		1	2	2	0	2	1024	1		0	0	1	1							85	18	321	322			1		2					456	600	1	22	100			1	\script\skill\峨嵋俗家\焚琴煮鹤诀.lua		skill_interrupt_rate	-55	skill_cast_interval	270							
100	乌夜啼	6	7	9	0		10	9	2		1	1024	1		0	0	0	0					323	18	83	18	324	325			1		2					456	9999	1	270	100			1	\script\skill\峨嵋俗家\乌夜啼.lua		skill_interrupt_rate	10	skill_cast_interval	270							
101	迷心飘香曲	7	7	9	0		10	6	2	1	1	1024	1		0	0	0	0					326	18	84	18	327	328			1		2					456	9999	1	270	100			1	\script\skill\峨嵋俗家\迷心飘香曲.lua		skill_interrupt_rate	10	skill_cast_interval	270							
102	天音镇魂曲	20	7	9	7		10	7	1	1	1	1024	1		0	0	0	0					524	1	143	18					1		2					456	9999	1	270	100			1	\script\skill\峨嵋俗家\天音镇魂曲.lua		skill_interrupt_rate	-500									
103	混天气功	10	10	11	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\丐帮净衣\混天气功.lua												
104	丐帮掌法	10	10	11	0		3	14	1		0	1	0		1	0	0	0																				2								\script\skill\丐帮净衣\丐帮掌法.lua												
105	通臂拳	5	10	11	0		2	8	1		0	1	1		1	0	0	0								18												2	9999	1	19	100				\script\skill\丐帮净衣\通臂拳.lua		skill_interrupt_rate	10	skill_cast_interval	1080							
106	千斤闸	7	10	11	0		3	14	1		0	1	0		1	0	0	0																				2								\script\skill\丐帮净衣\千斤闸.lua												
107	霸王拳	5	10	11	7		1	0	2	0	2	1	1		0	1	1	1							61	12	236				1	1	2					456	96	1	18	100			1	\script\skill\丐帮净衣\霸王拳.lua		skill_cast_interval	18	skill_interrupt_rate	-55							
108	锁喉擒拿手	7	10	11	0		1	9	3		0	1	1		0	0	0	0							90	5	237				1	1	2	4			1	456	224	1	13	100			1	\script\skill\丐帮净衣\锁喉擒拿手.lua		skill_cast_interval	450	skill_interrupt_rate	-55							
109	逍遥游	5	10	11	0		3	14	1		0	1	0		1	0	0	0																				2								\script\skill\丐帮净衣\逍遥游.lua												
110	六合拳法	6	10	11	7		1	1	2	0	2	1	1		0	0	1	1							67	12	239				1	1	2					456	160	1	18	100			1	\script\skill\丐帮净衣\六合拳法.lua		skill_cast_interval	36	skill_interrupt_rate	-55							
111	醉蝶	8	10	11	0		2	8	1		0	1	1		1	0	0	0								36	240	241										2	9999	1	37	200				\script\skill\丐帮净衣\醉蝶.lua		skill_interrupt_rate	10	skill_cast_interval	1080							
112	醉拳	7	10	11	0		1	2	2	0	1	1	1		0	0	0	0							68	18	310	311			1		2					456	600	1	19	400			1	\script\skill\丐帮净衣\醉拳.lua		skill_interrupt_rate	-55	skill_cast_interval	216							
113	降龙十八掌	20	10	11	7		1	3	2	0	1	1	1		0	0	0	0					528	71	145	3					2		3		4			456	9999	1	90	120			17	\script\skill\丐帮净衣\降龙十八掌.lua		skill_interrupt_rate	-500									
114	天行气功	10	10	12	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\丐帮污衣\天行气功.lua												
115	丐帮棍法	10	10	12	0		3	14	1		0	32	0		1	0	0	0																				2								\script\skill\丐帮污衣\丐帮棍法.lua												
116	驱蛇棍法	7	10	12	7		1	0	2	0	2	32	1		0	1	1	1					242	9	69	2					1	1	2		4			456	300	1	22	100			1	\script\skill\丐帮污衣\驱蛇棍法.lua		skill_cast_interval	18	skill_interrupt_rate	-55							
117	乞天讨地	5	10	12	0		17	10	7		0	32	1		1	0	0	0								9												2	9999	1	327	-100				\script\skill\丐帮污衣\乞天讨地.lua		skill_interrupt_rate	-500									
118	泥鳅功	8	10	12	0		2	10	1		0	32	1		1	0	0	0								36	244											2	9999	1	37	100				\script\skill\丐帮污衣\泥鳅功.lua		skill_interrupt_rate	10	skill_cast_interval	1080							
119	妙手诀	7	10	12	0		4	9	2		0	32	1		0	0	0	0								6												456	450	1	11	100				\script\skill\丐帮污衣\妙手诀.lua		skill_cast_interval	270	skill_interrupt_rate	-55							
120	偷龙转凤	6	10	12	0		4	10	2		0	32	1		1	0	0	0								36	306											76	450	1	37	100				\script\skill\丐帮污衣\偷龙转凤.lua		skill_interrupt_rate	10	skill_cast_interval	540							
121	霸王卸甲	7	10	12	0		2	11	1		0	32	1		0	0	0	0								36	245	246										456	450	1	37	134				\script\skill\丐帮污衣\霸王卸甲.lua		skill_interrupt_rate	25	skill_cast_interval	90							
122	偷天换日	6	10	12	0		4	10	1		0	32	1		1	0	0	0								36	307	308										2	9999	1	37	100				\script\skill\丐帮污衣\偷天换日.lua		skill_interrupt_rate	10	skill_cast_interval	540							
123	打狗棍法	7	10	12	7		1	2	2	0	2	32	1		0	0	1	1					247	9	70	4					1	1	2		5			456	300	1	36	75				\script\skill\丐帮污衣\打狗棍法.lua		skill_cast_interval	90	skill_interrupt_rate	-55							
124	打狗棍阵	20	10	12	7		1	3	2	0	1	32	1		0	0	0	0					529	1	147	18					4	1	2					456	600	1	181	100			1	\script\skill\丐帮污衣\打狗棍阵.lua		skill_interrupt_rate	-500									
125	武当剑经	10	13	14	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\武当道家\武当剑经.lua												
126	武当剑法	8	13	14	0		1	4	2	1	2	4	1		0	1	1	0							8	13	250				1		2		3			456	600	1					1	\script\skill\武当道家\武当剑法.lua		skill_interrupt_rate	-55									
127	流光剑法	8	13	14	1		1	4	2	1	2	4	1		0	1	1	0							9	13	251				1		2		3			456	600	1		100			1	\script\skill\武当道家\流光剑法.lua		skill_interrupt_rate	-55									
128	未央剑法	8	13	14	2		1	4	2	1	2	4	1		0	1	0	0							10	27	252				1	1	2		5			456	600	1	28	100			1	\script\skill\武当道家\未央剑法.lua		skill_interrupt_rate	25									
129	柔云剑法	8	13	14	3		1	4	2	1	2	4	1		0	1	0	0							11	27	253				1		2		3			456	600	1	28	100			1	\script\skill\武当道家\柔云剑法.lua		skill_interrupt_rate	25									
130	烈焰剑法	8	13	14	4		1	4	2	1	2	4	1		0	1	1	0							12	11	254				1	1	2		5			456	600	1		100			1	\script\skill\武当道家\烈焰剑法.lua		skill_interrupt_rate	-55									
131	奔雷剑诀	8	13	14	5		1	4	2	1	2	4	1		0	1	0	0							13	9	255				1		2					456	600	1	16	133			1	\script\skill\武当道家\奔雷剑法.lua		skill_cast_interval	360	skill_interrupt_rate	-35							
132	无我心法	9	13	14	0		2	10	0		0	4	1		1	0	0	0								72	256											2	9999	1	73	150				\script\skill\武当道家\无我心法.lua		skill_interrupt_rate	10	skill_cast_interval	1080							
133	太清剑气	7	13	14	1		1	5	2	1	1	4	1		0	0	1	0							14	6	257				0	1	2		1			456	500	1	18	150			7	\script\skill\武当道家\太清剑气.lua		skill_cast_interval	270	skill_interrupt_rate	-55							
134	缠梦剑意	6	13	14	2		2	9	1		0	4	1		0	0	0	0								36	259											456	600	1	37	400				\script\skill\武当道家\缠梦剑意.lua		skill_cast_interval	270	skill_interrupt_rate	-55							
