ID	Name	Belong	ProduceGenre	ProduceSub	ProduceDetail	SecProduceGenre	SecProduceSub	SecProduceDetail	SecProduceRate	Stuff1Genre	Stuff1Sub	Stuff1Detail	Stuff1Num	Stuff2Genre	Stuff2Sub	Stuff2Detail	Stuff2Num	Stuff3Genre	Stuff3Sub	Stuff3Detail	Stuff3Num	Stuff4Genre	Stuff4Sub	Stuff4Detail	Stuff4Num	ToolGenre	ToolSub	ToolDetail	ToolNum	NeedMore	Level	StaminaCost	ExpGain	RecipeDetail	MakeTime	EquipType	Identify
126	悬崖飞瀑	4	0	10	69	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	17	180
127	海月清辉	4	0	10	70	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	17	180
128	九霄环佩	4	0	10	71	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	17	180
129	号钟	4	0	10	72	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	17	180
130	绿绮	4	0	10	73	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	17	180
131	焦尾	4	0	10	74	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	17	180
132	判官笔	4	0	9	75	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	18	180
133	折冲笔	4	0	9	76	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	18	180
134	春风笔	4	0	9	77	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	18	180
135	惊雷笔	4	0	9	78	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	18	180
136	无回笔	4	0	9	79	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	18	180
137	追月笔	4	0	9	80	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	18	180
138	嗜魂笔	4	0	9	81	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	18	180
139	龙舌	4	0	9	82	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	18	180
140	狼牙	4	0	9	83	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	18	180
141	破军	4	0	9	84	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	18	180
142	天机	4	0	9	85	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	18	180
143	侠少布衣	5	0	100	1	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	22	180
144	黑皂布衣	5	0	100	2	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	22	180
145	紫衿布衣	5	0	100	3	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	22	180
146	蟠龙绣	5	0	100	4	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	22	180
147	伤狼衣	5	0	100	5	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	22	180
148	掩心甲	5	0	100	6	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	22	180
149	神行服	5	0	100	7	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	22	180
150	青霜袍	5	0	100	8	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	22	180
151	贪狼衣	5	0	100	9	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	22	180
152	赤铜胄	5	0	100	10	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	22	180
153	软金衣	5	0	100	11	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	22	180
154	沧澜衣	5	0	100	12	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	22	180
155	蓝鲸皮甲	5	0	100	13	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	22	180
156	赤龙袍	5	0	100	14	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	22	180
157	天狼衣	5	0	100	15	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	22	180
158	冰蚕绸衫	5	0	100	16	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	22	180
159	山鬼血衣	5	0	100	17	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	22	180
160	天绛袍	5	0	100	18	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	22	180
161	侠少衣	5	0	100	19	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	23	180
162	铁护肩	5	0	100	20	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	23	180
163	兽头护肩	5	0	100	21	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	23	180
164	锦丝缠带	5	0	100	22	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	23	180
165	豪侠衣	5	0	100	23	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	23	180
166	金玉绸衫	5	0	100	24	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	23	180
167	绿林装	5	0	100	25	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	23	180
168	黄虎皮衣	5	0	100	26	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	23	180
169	神牛护甲	5	0	100	27	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	23	180
170	紫青霜华衫	5	0	100	28	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	23	180
171	虬髯客衣	5	0	100	29	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	23	180
172	千忍秘装	5	0	100	30	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	23	180
173	神策金甲	5	0	100	31	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	23	180
174	五雷亮银甲	5	0	100	32	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	23	180
175	精钢炫金甲	5	0	100	33	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	23	180
176	火蛛圣衫	5	0	100	34	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	23	180
177	血河鬼王铠	5	0	100	35	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	23	180
178	龙霸乌金衣	5	0	100	36	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	23	180
179	彩裳	5	0	100	37	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	24	180
180	紫菱裳	5	0	100	38	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	24	180
181	紫绒裳	5	0	100	39	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	24	180
182	心印裳	5	0	100	40	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	24	180
183	武炼裳	5	0	100	41	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	24	180
184	天魔裳	5	0	100	42	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	24	180
185	炼甲裳	5	0	100	43	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	24	180
186	浣花裳	5	0	100	44	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	24	180
187	锦缨裳	5	0	100	45	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	24	180
188	女杰裳	5	0	100	46	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	24	180
189	青灵裳	5	0	100	47	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	24	180
190	红霓裳	5	0	100	48	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	24	180
191	鳞光甲衣	5	0	100	49	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	24	180
192	胡姬舞衣	5	0	100	50	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	24	180
193	明光甲衣	5	0	100	51	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	24	180
