SortID	UnitIndex	MapID	MapX	MapY	NpcID	NpcName	RandomTable	SpawnPeriod	Amount	Limit	SpawnerCount
346	1	3	1644	3174	老女仆	老女仆	0	4	1	1	20
401	1	4	1682	3038	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
402	1	4	1686	3034	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
403	1	4	1687	3032	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
404	1	4	1703	3017	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
405	1	4	1707	3014	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
406	1	4	1725	3005	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
407	1	4	1727	3006	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
408	1	4	1729	3008	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
409	1	4	1726	2971	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
410	1	4	1728	2970	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
411	1	4	1741	2957	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
412	1	4	1743	2956	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
413	1	4	1774	2932	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
414	1	4	1782	2923	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
415	1	4	1809	2896	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
416	1	4	1816	2886	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
417	1	4	1819	2883	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
418	1	4	1799	2925	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
419	1	4	1802	2927	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
420	1	4	1823	2937	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
421	1	4	1826	2934	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
422	1	4	1832	2926	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
423	1	4	1834	2922	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
424	1	4	1842	2917	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
425	1	4	1847	2913	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
426	1	4	1799	2963	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
427	1	4	1796	2965	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
428	1	4	1789	2971	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
429	1	4	1785	2977	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
430	1	4	1781	2981	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
431	1	4	1770	2968	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
432	1	4	1762	2973	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
433	1	4	1753	3017	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
434	1	4	1756	3013	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
435	1	4	1759	3010	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
436	1	4	1706	3063	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
437	1	4	1709	3060	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
438	1	4	1713	3056	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
439	1	4	1715	3051	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
440	1	4	1718	3048	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
441	1	4	1729	3040	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
442	1	4	1734	3089	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
443	1	4	1737	3086	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
444	1	4	1740	3082	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
445	1	4	1747	3073	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
446	1	4	1756	3068	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
447	1	4	1754	3039	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
448	1	4	1756	3040	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
449	1	4	1788	3045	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
450	1	4	1792	3041	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
451	1	4	1798	3033	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
452	1	4	1805	3028	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
453	1	4	1810	3024	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
454	1	4	1805	2993	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
455	1	4	1800	2992	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
456	1	4	1788	3001	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
457	1	4	1785	3006	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
458	1	4	1843	2987	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
459	1	4	1839	2989	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
460	1	4	1836	2993	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
461	1	4	1835	2963	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
462	1	4	1832	2960	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
463	1	4	1828	2957	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
464	1	4	1868	2960	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
465	1	4	1874	2952	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
466	1	4	1877	2948	高级山庄弟子	T祅g Ki誱  t?	0	8	1	1	20
501	1	5	1591	3129	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
502	1	5	1598	3127	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
503	1	5	1596	3134	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
504	1	5	1596	3161	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
505	1	5	1594	3167	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
506	1	5	1599	3168	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
507	1	5	1535	3192	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
508	1	5	1537	3202	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
509	1	5	1540	3195	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
510	1	5	1576	3183	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
511	1	5	1573	3190	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
512	1	5	1578	3191	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
513	1	5	1597	3259	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
514	1	5	1596	3251	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
515	1	5	1601	3256	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
516	1	5	1595	3209	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
517	1	5	1592	3212	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
518	1	5	1597	3215	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
519	1	5	1627	3187	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
520	1	5	1626	3179	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
521	1	5	1621	3187	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
522	1	5	1658	3194	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
523	1	5	1662	3192	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
524	1	5	1661	3199	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
801	1	8	1376	2997	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
802	1	8	1475	3037	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
803	1	8	1448	3000	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
804	1	8	1398	3094	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
805	1	8	1483	3118	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
806	1	8	1438	3175	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
807	1	8	1438	2835	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
808	1	8	1416	2983	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
809	1	8	1516	3108	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
810	1	8	1483	2806	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
811	1	8	1404	2852	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
812	1	8	1501	3096	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
813	1	8	1433	3090	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
814	1	8	1475	2885	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
815	1	8	1421	2945	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
816	1	8	1497	3044	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
817	1	8	1425	3065	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
818	1	8	1495	2818	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
819	1	8	1383	2903	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
820	1	8	1517	3158	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
821	1	8	1540	2940	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
822	1	8	1591	2853	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
823	1	8	1408	3081	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
824	1	8	1514	2868	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
825	1	8	1593	2915	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
826	1	8	1544	3175	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
827	1	8	1593	2886	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
828	1	8	1586	3039	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
829	1	8	1422	2853	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
830	1	8	1475	2832	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
831	1	8	1504	2969	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
832	1	8	1578	2860	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
833	1	8	1559	3068	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
834	1	8	1380	2862	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
835	1	8	1564	2864	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
836	1	8	1592	3065	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
837	1	8	1547	2847	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
838	1	8	1523	3027	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
839	1	8	1547	2813	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
840	1	8	1501	2829	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
841	1	8	1526	2984	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
842	1	8	1509	2756	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
843	1	8	1527	2772	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
844	1	8	1438	2990	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
845	1	8	1551	2764	高级山庄弟子	T祅g Ki誱  t?	0	4	1	1	20
846	1	8	1376	2997	神秘客	神秘客	0	4	1	1	20
847	1	8	1475	3037	神秘客	神秘客	0	4	1	1	20
848	1	8	1448	3000	神秘客	神秘客	0	4	1	1	20
849	1	8	1398	3094	神秘客	神秘客	0	4	1	1	20
850	1	8	1483	3118	神秘客	神秘客	0	4	1	1	20
851	1	8	1438	3175	神秘客	神秘客	0	4	1	1	20
852	1	8	1438	2835	神秘客	神秘客	0	4	1	1	20
853	1	8	1416	2983	神秘客	神秘客	0	4	1	1	20
854	1	8	1516	3108	神秘客	神秘客	0	4	1	1	20
855	1	8	1483	2806	神秘客	神秘客	0	4	1	1	20
856	1	8	1404	2852	神秘客	神秘客	0	4	1	1	20
857	1	8	1501	3096	神秘客	神秘客	0	4	1	1	20
858	1	8	1433	3090	神秘客	神秘客	0	4	1	1	20
859	1	8	1475	2885	神秘客	神秘客	0	4	1	1	20
860	1	8	1421	2945	神秘客	神秘客	0	4	1	1	20
861	1	8	1497	3044	神秘客	神秘客	0	4	1	1	20
862	1	8	1425	3065	神秘客	神秘客	0	4	1	1	20
863	1	8	1495	2818	神秘客	神秘客	0	4	1	1	20
864	1	8	1383	2903	神秘客	神秘客	0	4	1	1	20
865	1	8	1517	3158	神秘客	神秘客	0	4	1	1	20
866	1	8	1540	2940	神秘客	神秘客	0	4	1	1	20
867	1	8	1591	2853	神秘客	神秘客	0	4	1	1	20
868	1	8	1408	3081	神秘客	神秘客	0	4	1	1	20
869	1	8	1514	2868	神秘客	神秘客	0	4	1	1	20
870	1	8	1593	2915	神秘客	神秘客	0	4	1	1	20
871	1	8	1544	3175	神秘客	神秘客	0	4	1	1	20
872	1	8	1593	2886	神秘客	神秘客	0	4	1	1	20
873	1	8	1586	3039	神秘客	神秘客	0	4	1	1	20
874	1	8	1422	2853	神秘客	神秘客	0	4	1	1	20
875	1	8	1475	2832	神秘客	神秘客	0	4	1	1	20
876	1	8	1378	2989	神秘客	神秘客	0	4	1	1	20
877	1	8	1489	3168	神秘客	神秘客	0	4	1	1	20
878	1	8	1510	3154	神秘客	神秘客	0	4	1	1	20
879	1	8	1594	2984	神秘客	神秘客	0	4	1	1	20
880	1	8	1497	3030	神秘客	神秘客	0	4	1	1	20
881	1	8	1477	3020	神秘客	神秘客	0	4	1	1	20
882	1	8	1513	3103	神秘客	神秘客	0	4	1	1	20
883	1	8	1522	3021	神秘客	神秘客	0	4	1	1	20
884	1	8	1505	2963	神秘客	神秘客	0	4	1	1	20
885	1	8	1520	2921	神秘客	神秘客	0	4	1	1	20
886	1	8	1510	2889	神秘客	神秘客	0	4	1	1	20
887	1	8	1472	2887	神秘客	神秘客	0	4	1	1	20
888	1	8	1459	2927	神秘客	神秘客	0	4	1	1	20
889	1	8	1444	3000	神秘客	神秘客	0	4	1	1	20
890	1	8	1589	2936	神秘客	神秘客	0	4	1	1	20
891	1	8	1497	2755	神秘客	神秘客	0	4	1	1	20
892	1	8	1473	2756	神秘客	神秘客	0	4	1	1	20
893	1	8	1383	2947	神秘客	神秘客	0	4	1	1	20
901	1	9	1500	3133	金剑	金剑	0	4	1	1	20
902	1	9	1493	3138	金剑	金剑	0	4	1	1	20
903	1	9	1489	3148	金剑	金剑	0	4	1	1	20
904	1	9	1511	3133	金剑	金剑	0	4	1	1	20
905	1	9	1522	3152	金剑	金剑	0	4	1	1	20
906	1	9	1518	3168	金剑	金剑	0	4	1	1	20
907	1	9	1507	3179	金剑	金剑	0	4	1	1	20
908	1	9	1495	3177	金剑	金剑	0	4	1	1	20
909	1	9	1486	3163	金剑	金剑	0	4	1	1	20
910	1	9	1506	3145	金剑	金剑	0	4	1	1	20
911	1	9	1497	3158	金剑	金剑	0	4	1	1	20
912	1	9	1506	3165	金剑	金剑	0	4	1	1	20
913	1	9	1512	3150	金剑	金剑	0	4	1	1	20
914	1	9	1470	3312	木剑	木剑	0	4	1	1	20
915	1	9	1481	3317	木剑	木剑	0	4	1	1	20
916	1	9	1492	3329	木剑	木剑	0	4	1	1	20
917	1	9	1488	3347	木剑	木剑	0	4	1	1	20
918	1	9	1480	3356	木剑	木剑	0	4	1	1	20
919	1	9	1467	3360	木剑	木剑	0	4	1	1	20
920	1	9	1458	3348	木剑	木剑	0	4	1	1	20
921	1	9	1456	3319	木剑	木剑	0	4	1	1	20
922	1	9	1468	3325	木剑	木剑	0	4	1	1	20
923	1	9	1467	3341	木剑	木剑	0	4	1	1	20
924	1	9	1479	3342	木剑	木剑	0	4	1	1	20
925	1	9	1481	3329	木剑	木剑	0	4	1	1	20
926	1	9	1610	3343	水剑	水剑	0	4	1	1	20
927	1	9	1624	3351	水剑	水剑	0	4	1	1	20
928	1	9	1631	3369	水剑	水剑	0	4	1	1	20
929	1	9	1627	3389	水剑	水剑	0	4	1	1	20
930	1	9	1597	3351	水剑	水剑	0	4	1	1	20
931	1	9	1589	3363	水剑	水剑	0	4	1	1	20
932	1	9	1592	3385	水剑	水剑	0	4	1	1	20
933	1	9	1600	3400	水剑	水剑	0	4	1	1	20
934	1	9	1614	3402	水剑	水剑	0	4	1	1	20
935	1	9	1617	3387	水剑	水剑	0	4	1	1	20
936	1	9	1619	3366	水剑	水剑	0	4	1	1	20
937	1	9	1608	3362	水剑	水剑	0	4	1	1	20
938	1	9	1604	3380	水剑	水剑	0	4	1	1	20
939	1	9	1667	3197	火剑	火剑	0	4	1	1	20
940	1	9	1679	3196	火剑	火剑	0	4	1	1	20
941	1	9	1691	3205	火剑	火剑	0	4	1	1	20
942	1	9	1690	3228	火剑	火剑	0	4	1	1	20
943	1	9	1685	3244	火剑	火剑	0	4	1	1	20
944	1	9	1668	3240	火剑	火剑	0	4	1	1	20
945	1	9	1661	3228	火剑	火剑	0	4	1	1	20
946	1	9	1662	3208	火剑	火剑	0	4	1	1	20
947	1	9	1674	3210	火剑	火剑	0	4	1	1	20
948	1	9	1683	3214	火剑	火剑	0	4	1	1	20
949	1	9	1671	3225	火剑	火剑	0	4	1	1	20
950	1	9	1682	3230	火剑	火剑	0	4	1	1	20
951	1	9	1607	3102	土剑	土剑	0	4	1	1	20
952	1	9	1606	3123	土剑	土剑	0	4	1	1	20
953	1	9	1597	3138	土剑	土剑	0	4	1	1	20
954	1	9	1586	3144	土剑	土剑	0	4	1	1	20
955	1	9	1574	3128	土剑	土剑	0	4	1	1	20
956	1	9	1572	3104	土剑	土剑	0	4	1	1	20
957	1	9	1582	3088	土剑	土剑	0	4	1	1	20
958	1	9	1596	3089	土剑	土剑	0	4	1	1	20
959	1	9	1589	3101	土剑	土剑	0	4	1	1	20
960	1	9	1598	3115	土剑	土剑	0	4	1	1	20
961	1	9	1590	3127	土剑	土剑	0	4	1	1	20
962	1	9	1582	3116	土剑	土剑	0	4	1	1	20
963	1	9	1566	3205	金剑	金剑	0	4	1	1	20
964	1	9	1556	3212	木剑	木剑	0	4	1	1	20
965	1	9	1545	3223	水剑	水剑	0	4	1	1	20
966	1	9	1534	3233	火剑	火剑	0	4	1	1	20
967	1	9	1526	3243	土剑	土剑	0	4	1	1	20
968	1	9	1535	3254	火剑	火剑	0	4	1	1	20
969	1	9	1545	3264	水剑	水剑	0	4	1	1	20
970	1	9	1558	3274	木剑	木剑	0	4	1	1	20
971	1	9	1573	3275	金剑	金剑	0	4	1	1	20
972	1	9	1586	3262	木剑	木剑	0	4	1	1	20
973	1	9	1598	3250	水剑	水剑	0	4	1	1	20
974	1	9	1596	3229	火剑	火剑	0	4	1	1	20
975	1	9	1584	3216	土剑	土剑	0	4	1	1	20
976	1	9	1588	3237	火剑	火剑	0	4	1	1	20
977	1	9	1568	3219	水剑	水剑	0	4	1	1	20
978	1	9	1544	3242	木剑	木剑	0	4	1	1	20
979	1	9	1568	3259	金剑	金剑	0	4	1	1	20
10001	1	1	1541	3474	看门狗	看门狗					
10002	1	1	1534	3465	看门狗	看门狗					
10003	1	1	1525	3464	看门狗	看门狗					
10004	1	1	1543	3458	看门狗	看门狗					
10005	1	1	1532	3451	看门狗	看门狗					
10006	1	1	1550	3447	看门狗	看门狗					
10007	1	1	1541	3443	看门狗	看门狗					
10008	1	1	1528	3433	看门狗	看门狗					
10009	1	1	1529	3428	看门狗	看门狗					
10010	1	1	1546	3421	看门狗	看门狗					
10011	1	1	1536	3408	看门狗	看门狗					
10012	1	1	1523	3399	看门狗	看门狗					
10013	1	1	1533	3381	看门狗	看门狗					
10014	1	1	1512	3363	看门狗	看门狗					
10015	1	1	1527	3334	看门狗	看门狗					
10016	1	1	1538	3314	看门狗	看门狗					
